rank_number,actor,commits,percent,cumulative_sum,cumulative_percent,all_commits
1,electrum,1098,11.61782,1098,11.61782,9451
2,kokosing,647,6.84584,1745,18.46365,9451
3,martint,627,6.63422,2372,25.09787,9451
4,findepi,409,4.32758,2781,29.42546,9451
5,nezihyigitbasi,380,4.02074,3161,33.44620,9451
6,dain,306,3.23775,3467,36.68395,9451
7,arhimondr,305,3.22717,3772,39.91112,9451
8,haozhun,277,2.93091,4049,42.84203,9451
9,mbasmanova,257,2.71929,4306,45.56132,9451
10,wenleix,254,2.68755,4560,48.24886,9451
11,highker,237,2.50767,4797,50.75653,9451
12,anusudarsan,236,2.49709,5033,53.25362,9451
13,sopel39,205,2.16908,5238,55.42271,9451
14,jirassimok,200,2.11618,5438,57.53888,9451
15,ebd2,197,2.08444,5635,59.62332,9451
16,zachyee,190,2.01037,5825,61.63369,9451
17,rschlussel,184,1.94688,6009,63.58057,9451
18,cberner,183,1.93630,6192,65.51688,9451
19,raghavsethi,181,1.91514,6373,67.43202,9451
20,cawallin,175,1.85166,6548,69.28367,9451
21,sudarsanm94,152,1.60830,6700,70.89197,9451
22,rongrong,136,1.43900,6836,72.33097,9451
23,maciejgrzybek,124,1.31203,6960,73.64300,9451
24,petroav,121,1.28029,7081,74.92329,9451
25,caithagoras,98,1.03693,7179,75.96022,9451
26,onurfiliz,93,0.98402,7272,76.94424,9451
27,geraint0923,76,0.80415,7348,77.74839,9451
28,ShanBai6,74,0.78299,7422,78.53137,9451
29,cosinequanon,73,0.77241,7495,79.30378,9451
30,hellium01,59,0.62427,7554,79.92805,9451
31,shixuan-fan,59,0.62427,7613,80.55232,9451
32,yingsu00,58,0.61369,7671,81.16601,9451
33,pnowojski,55,0.58195,7726,81.74796,9451
34,aweisberg,53,0.56079,7779,82.30875,9451
35,ArturGajowy,52,0.55021,7831,82.85896,9451
36,fiedukow,48,0.50788,7879,83.36684,9451
37,jessesleeping,48,0.50788,7927,83.87472,9451
38,mattsfuller,48,0.50788,7975,84.38261,9451
39,ggreg,45,0.47614,8020,84.85875,9451
40,sanjay990,42,0.44440,8062,85.30314,9451
41,rschlussel-zz,39,0.41265,8101,85.71580,9451
42,nileema,37,0.39149,8138,86.10729,9451
43,bhhari,36,0.38091,8174,86.48820,9451
44,mayankgarg1990,35,0.37033,8209,86.85853,9451
45,amrutagokhale,33,0.34917,8242,87.20770,9451
46,erichwang,33,0.34917,8275,87.55687,9451
47,ebyhr,31,0.32801,8306,87.88488,9451
48,ilfrin,31,0.32801,8337,88.21289,9451
49,AlekseiS,30,0.31743,8367,88.53031,9451
50,tdcmeehan,30,0.31743,8397,88.84774,9451
51,zhenxiao,28,0.29626,8425,89.14401,9451
52,elonazoulay,23,0.24336,8448,89.38737,9451
53,alandpost,22,0.23278,8470,89.62015,9451
54,brianwarner,21,0.22220,8491,89.84234,9451
55,smdorval,21,0.22220,8512,90.06454,9451
56,jagill,20,0.21162,8532,90.27616,9451
57,viczhang861,20,0.21162,8552,90.48778,9451
58,jvanzyl,19,0.20104,8571,90.68882,9451
59,idemura,17,0.17988,8588,90.86869,9451
60,miniway,17,0.17988,8605,91.04857,9451
61,adamjshook,16,0.16929,8621,91.21786,9451
62,cemcayiroglu,16,0.16929,8637,91.38715,9451
63,atavory,13,0.13755,8650,91.52471,9451
64,kewang1024,13,0.13755,8663,91.66226,9451
65,akshatnair,12,0.12697,8675,91.78923,9451
66,NikhilCollooru,12,0.12697,8687,91.91620,9451
67,varungajjala,12,0.12697,8699,92.04317,9451
68,joyyao8,11,0.11639,8710,92.15956,9451
69,picrinite,11,0.11639,8721,92.27595,9451
70,szymonm,11,0.11639,8732,92.39234,9451
71,joy-yao,10,0.10581,8742,92.49815,9451
72,wagnermarkd,10,0.10581,8752,92.60396,9451
73,ajaygeorge,9,0.09523,8761,92.69919,9451
74,gerlou,8,0.08465,8769,92.78383,9451
75,Lewuathe,8,0.08465,8777,92.86848,9451
76,sayhar,8,0.08465,8785,92.95313,9451
77,ggilfb,7,0.07407,8792,93.02719,9451
78,Praveen2112,7,0.07407,8799,93.10126,9451
79,rschlussel2,7,0.07407,8806,93.17533,9451
80,brian-rickman,6,0.06349,8812,93.23881,9451
81,dharmeshkakadia,6,0.06349,8818,93.30230,9451
82,fmeiser,6,0.06349,8824,93.36578,9451
83,prateek1306,6,0.06349,8830,93.42927,9451
84,sachdevs,6,0.06349,8836,93.49275,9451
85,yuokada,6,0.06349,8842,93.55624,9451
86,anoopj,5,0.05290,8847,93.60914,9451
87,curcur,5,0.05290,8852,93.66205,9451
88,gastonar,5,0.05290,8857,93.71495,9451
89,harunurhan,5,0.05290,8862,93.76786,9451
90,neeradsomanchi,5,0.05290,8867,93.82076,9451
91,pettyjamesm,5,0.05290,8872,93.87366,9451
92,Yaliang,5,0.05290,8877,93.92657,9451
93,atris,4,0.04232,8881,93.96889,9451
94,bowdencm,4,0.04232,8885,94.01122,9451
95,chrisunder,4,0.04232,8889,94.05354,9451
96,jwass,4,0.04232,8893,94.09586,9451
97,kasiafi,4,0.04232,8897,94.13819,9451
98,kevinwilfong,4,0.04232,8901,94.18051,9451
99,luohao,4,0.04232,8905,94.22283,9451
100,phd3,4,0.04232,8909,94.26516,9451
101,thoralf-gutierrez,4,0.04232,8913,94.30748,9451
102,achopragh,3,0.03174,8916,94.33922,9451
103,agrawaldevesh,3,0.03174,8919,94.37097,9451
104,AkshayPall,3,0.03174,8922,94.40271,9451
105,buremba,3,0.03174,8925,94.43445,9451
106,hiroakiy,3,0.03174,8928,94.46619,9451
107,kruppel,3,0.03174,8931,94.49794,9451
108,MartinWeindel,3,0.03174,8934,94.52968,9451
109,RobinUS2,3,0.03174,8937,94.56142,9451
110,rzeyde-varada,3,0.03174,8940,94.59316,9451
111,satybald,3,0.03174,8943,94.62491,9451
112,skogtwin,3,0.03174,8946,94.65665,9451
113,tastynoodle,3,0.03174,8949,94.68839,9451
114,yinghai,3,0.03174,8952,94.72014,9451
115,actgardner,2,0.02116,8954,94.74130,9451
116,amalakar,2,0.02116,8956,94.76246,9451
117,arbfranklin,2,0.02116,8958,94.78362,9451
118,blrnw3,2,0.02116,8960,94.80478,9451
119,ciscoring,2,0.02116,8962,94.82594,9451
120,daniellevy,2,0.02116,8964,94.84711,9451
121,davidlao2k,2,0.02116,8966,94.86827,9451
122,galemccommons,2,0.02116,8968,94.88943,9451
123,gauravkm,2,0.02116,8970,94.91059,9451
124,janewangfb,2,0.02116,8972,94.93175,9451
125,jxiang,2,0.02116,8974,94.95292,9451
126,kgalieva,2,0.02116,8976,94.97408,9451
127,leepface,2,0.02116,8978,94.99524,9451
128,nemosupremo,2,0.02116,8980,95.01640,9451
129,ngqtien,2,0.02116,8982,95.03756,9451
130,ochalouhi,2,0.02116,8984,95.05872,9451
131,oggy,2,0.02116,8986,95.07989,9451
132,paulrevere4,2,0.02116,8988,95.10105,9451
133,phd1994,2,0.02116,8990,95.12221,9451
134,qqibrow,2,0.02116,8992,95.14337,9451
135,rash67,2,0.02116,8994,95.16453,9451
136,ryanrupp,2,0.02116,8996,95.18569,9451
137,same3r,2,0.02116,8998,95.20686,9451
138,Shadow53,2,0.02116,9000,95.22802,9451
139,shreyasjoshis,2,0.02116,9002,95.24918,9451
140,sjpascual,2,0.02116,9004,95.27034,9451
141,sujay-jain,2,0.02116,9006,95.29150,9451
142,swapsmagic,2,0.02116,9008,95.31267,9451
143,TempleZhou,2,0.02116,9010,95.33383,9451
144,visualage,2,0.02116,9012,95.35499,9451
145,yamatias,2,0.02116,9014,95.37615,9451
146,0x4139,1,0.01058,9015,95.38673,9451
147,aandis,1,0.01058,9016,95.39731,9451
148,aertoria,1,0.01058,9017,95.40789,9451
149,ajp-io,1,0.01058,9018,95.41847,9451
150,alanctgardner,1,0.01058,9019,95.42906,9451
151,andreatbonanno,1,0.01058,9020,95.43964,9451
152,ankitdixit,1,0.01058,9021,95.45022,9451
153,apc999,1,0.01058,9022,95.46080,9451
154,aramesh117,1,0.01058,9023,95.47138,9451
155,aravindanilango,1,0.01058,9024,95.48196,9451
156,AshwinJay,1,0.01058,9025,95.49254,9451
157,avirtuos,1,0.01058,9026,95.50312,9451
158,Balandat,1,0.01058,9027,95.51370,9451
159,BlueStalker,1,0.01058,9028,95.52428,9451
160,BradRuderman,1,0.01058,9029,95.53486,9451
161,brokenjacobs,1,0.01058,9030,95.54544,9451
162,carroux,1,0.01058,9031,95.55603,9451
163,chappidm,1,0.01058,9032,95.56661,9451
164,chizhoufb,1,0.01058,9033,95.57719,9451
165,combinatorist,1,0.01058,9034,95.58777,9451
166,cooldoger,1,0.01058,9035,95.59835,9451
167,dalegaard,1,0.01058,9036,95.60893,9451
168,danfrankj,1,0.01058,9037,95.61951,9451
169,darklore,1,0.01058,9038,95.63009,9451
170,delding,1,0.01058,9039,95.64067,9451
171,dennisshirazi,1,0.01058,9040,95.65125,9451
172,dilipkasana,1,0.01058,9041,95.66183,9451
173,dmitryvinn,1,0.01058,9042,95.67242,9451
174,dongqingx,1,0.01058,9043,95.68300,9451
175,dsims21,1,0.01058,9044,95.69358,9451
176,dyng,1,0.01058,9045,95.70416,9451
177,ejono,1,0.01058,9046,95.71474,9451
178,emhlbmc,1,0.01058,9047,95.72532,9451
179,erezkoren,1,0.01058,9048,95.73590,9451
180,eskabetxe,1,0.01058,9049,95.74648,9451
181,farukarakaya,1,0.01058,9050,95.75706,9451
182,fsworld009,1,0.01058,9051,95.76764,9451
183,Gaurang033,1,0.01058,9052,95.77822,9451
184,georgekankava,1,0.01058,9053,95.78881,9451
185,georgewfraser,1,0.01058,9054,95.79939,9451
186,gofly,1,0.01058,9055,95.80997,9451
187,gozingdown,1,0.01058,9056,95.82055,9451
188,gray-eb,1,0.01058,9057,95.83113,9451
189,gwittel,1,0.01058,9058,95.84171,9451
190,haoyuan,1,0.01058,9059,95.85229,9451
191,igor-suhorukov,1,0.01058,9060,95.86287,9451
192,islamismailov,1,0.01058,9061,95.87345,9451
193,JavierZunzunegui,1,0.01058,9062,95.88403,9451
194,Jimexist,1,0.01058,9063,95.89461,9451
195,jingw,1,0.01058,9064,95.90520,9451
196,kadaan,1,0.01058,9065,95.91578,9451
197,kaikalur,1,0.01058,9066,95.92636,9451
198,kaka11chen,1,0.01058,9067,95.93694,9451
199,kuldeepsidhu88,1,0.01058,9068,95.94752,9451
200,landalex,1,0.01058,9069,95.95810,9451
201,liangxia2006,1,0.01058,9070,95.96868,9451
202,lnyng,1,0.01058,9071,95.97926,9451
203,lseeker,1,0.01058,9072,95.98984,9451
204,luansilas,1,0.01058,9073,96.00042,9451
205,lwahedi,1,0.01058,9074,96.01100,9451
206,lys0716,1,0.01058,9075,96.02159,9451
207,markelliot,1,0.01058,9076,96.03217,9451
208,mbeitchman,1,0.01058,9077,96.04275,9451
209,mcs1408,1,0.01058,9078,96.05333,9451
210,mehrdad-honarkhah,1,0.01058,9079,96.06391,9451
211,MichaelChirico,1,0.01058,9080,96.07449,9451
212,mikebell90,1,0.01058,9081,96.08507,9451
213,mikemcbrearty,1,0.01058,9082,96.09565,9451
214,moxheit,1,0.01058,9083,96.10623,9451
215,mpertierra,1,0.01058,9084,96.11681,9451
216,mpundir,1,0.01058,9085,96.12739,9451
217,myl2821,1,0.01058,9086,96.13797,9451
218,natesammons-nasdaq,1,0.01058,9087,96.14856,9451
219,natewoodfb,1,0.01058,9088,96.15914,9451
220,nausicaasnow,1,0.01058,9089,96.16972,9451
221,nel215,1,0.01058,9090,96.18030,9451
222,nelhage,1,0.01058,9091,96.19088,9451
223,nishantrayan,1,0.01058,9092,96.20146,9451
224,OleksiiDuzhyi,1,0.01058,9093,96.21204,9451
225,omegaga,1,0.01058,9094,96.22262,9451
226,oneonestar,1,0.01058,9095,96.23320,9451
227,Parth-Brahmbhatt,1,0.01058,9096,96.24378,9451
228,phcnq,1,0.01058,9097,96.25436,9451
229,piyushnarang,1,0.01058,9098,96.26495,9451
230,pppsunil,1,0.01058,9099,96.27553,9451
231,ptkool,1,0.01058,9100,96.28611,9451
232,purushah,1,0.01058,9101,96.29669,9451
233,pvam,1,0.01058,9102,96.30727,9451
234,RameshByndoor,1,0.01058,9103,96.31785,9451
235,ramonberrutti,1,0.01058,9104,96.32843,9451
236,rclaude,1,0.01058,9105,96.33901,9451
237,rdblue,1,0.01058,9106,96.34959,9451
238,robotblake,1,0.01058,9107,96.36017,9451
239,Saurabh2993,1,0.01058,9108,96.37075,9451
240,sbkoth,1,0.01058,9109,96.38134,9451
241,scritchley,1,0.01058,9110,96.39192,9451
242,seanbarker,1,0.01058,9111,96.40250,9451
243,seratch,1,0.01058,9112,96.41308,9451
244,sfilipco,1,0.01058,9113,96.42366,9451
245,shelocks,1,0.01058,9114,96.43424,9451
246,shishunzhong,1,0.01058,9115,96.44482,9451
247,sogorkis,1,0.01058,9116,96.45540,9451
248,ssaumitra,1,0.01058,9117,96.46598,9451
249,sshardool,1,0.01058,9118,96.47656,9451
250,stagraqubole,1,0.01058,9119,96.48714,9451
251,stewartpark,1,0.01058,9120,96.49773,9451
252,sumitkgec,1,0.01058,9121,96.50831,9451
253,sunyerui,1,0.01058,9122,96.51889,9451
254,suvodeep-pyne,1,0.01058,9123,96.52947,9451
255,suyucs,1,0.01058,9124,96.54005,9451
256,synhershko,1,0.01058,9125,96.55063,9451
257,talgalili,1,0.01058,9126,96.56121,9451
258,thomaschow,1,0.01058,9127,96.57179,9451
259,thomas-maurice,1,0.01058,9128,96.58237,9451
260,tomz,1,0.01058,9129,96.59295,9451
261,toxeh,1,0.01058,9130,96.60353,9451
262,tpeng-fb,1,0.01058,9131,96.61411,9451
263,trosemberg,1,0.01058,9132,96.62470,9451
264,tseylerd,1,0.01058,9133,96.63528,9451
265,vainfucker,1,0.01058,9134,96.64586,9451
266,viatk,1,0.01058,9135,96.65644,9451
267,vinothchandar,1,0.01058,9136,96.66702,9451
268,vkorukanti,1,0.01058,9137,96.67760,9451
269,vweevers,1,0.01058,9138,96.68818,9451
270,willmostly,1,0.01058,9139,96.69876,9451
271,winckler,1,0.01058,9140,96.70934,9451
272,wrmsr,1,0.01058,9141,96.71992,9451
273,xubo245,1,0.01058,9142,96.73050,9451
274,xumingming,1,0.01058,9143,96.74109,9451
275,yaoxin226,1,0.01058,9144,96.75167,9451
276,yupbank,1,0.01058,9145,96.76225,9451
277,zettaittenani,1,0.01058,9146,96.77283,9451
278,zhenyuy-fb,1,0.01058,9147,96.78341,9451
279,zhp007,1,0.01058,9148,96.79399,9451
280,zijian-qiao,1,0.01058,9149,96.80457,9451
281,z-york,1,0.01058,9150,96.81515,9451
