rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,TracyRagan,770,5.14844,770,5.14844,14956
2,sachajw,522,3.49024,1292,8.63867,14956
3,codeWithUtkarsh,187,1.25033,1479,9.88901,14956
4,rightker,100,0.66863,1579,10.55764,14956
5,karamjotsingh,94,0.62851,1673,11.18615,14956
6,cawale,85,0.56833,1758,11.75448,14956
7,Neetuj,82,0.54827,1840,12.30275,14956
8,benhpoh,74,0.49478,1914,12.79754,14956
9,Arvind644,63,0.42124,1977,13.21878,14956
10,scanalesespinoza,54,0.36106,2031,13.57983,14956
11,meliske,40,0.26745,2071,13.84729,14956
12,ramapokuri,37,0.24739,2108,14.09468,14956
13,hatati,35,0.23402,2143,14.32870,14956
14,zacharyljones,35,0.23402,2178,14.56272,14956
15,itisaby,33,0.22065,2211,14.78336,14956
16,peRFectBeliever,31,0.20727,2242,14.99064,14956
17,alanromo,30,0.20059,2272,15.19123,14956
18,josephakayesi,30,0.20059,2302,15.39182,14956
19,chicks-net,28,0.18722,2330,15.57903,14956
20,TinyCyber,26,0.17384,2356,15.75288,14956
21,hamidgholami,23,0.15378,2379,15.90666,14956
22,goat023,22,0.14710,2401,16.05376,14956
23,Javailabe,21,0.14041,2422,16.19417,14956
24,anandbhagwat,18,0.12035,2440,16.31452,14956
25,tlazebnyk,17,0.11367,2457,16.42819,14956
26,jmhga44a,14,0.09361,2471,16.52180,14956
27,sha9963,14,0.09361,2485,16.61541,14956
28,bglee,13,0.08692,2498,16.70233,14956
29,poovaraj,13,0.08692,2511,16.78925,14956
30,Aju100,12,0.08024,2523,16.86948,14956
31,JGNanjappan,12,0.08024,2535,16.94972,14956
32,munnyraht,12,0.08024,2547,17.02995,14956
33,jiakalita,10,0.06686,2557,17.09682,14956
34,tbulubas,10,0.06686,2567,17.16368,14956
35,quassainraza,9,0.06018,2576,17.22386,14956
36,r1ddl3m37h15,9,0.06018,2585,17.28403,14956
37,scarrato,9,0.06018,2594,17.34421,14956
38,svcautomator,9,0.06018,2603,17.40439,14956
39,VinaykumarEndla,9,0.06018,2612,17.46456,14956
40,jgarverick,8,0.05349,2620,17.51805,14956
41,aku163,7,0.04680,2627,17.56486,14956
42,briahi,7,0.04680,2634,17.61166,14956
43,svc-automator,7,0.04680,2641,17.65846,14956
44,teabuilder,7,0.04680,2648,17.70527,14956
45,AntonioArenas,6,0.04012,2654,17.74539,14956
46,BBimie,6,0.04012,2660,17.78550,14956
47,knatch,6,0.04012,2666,17.82562,14956
48,neilcx,6,0.04012,2672,17.86574,14956
49,slee1005,6,0.04012,2678,17.90586,14956
50,ankurkumarz,5,0.03343,2683,17.93929,14956
51,Checksumz,5,0.03343,2688,17.97272,14956
52,JasmineKh,5,0.03343,2693,18.00615,14956
53,lakshmikarollil,5,0.03343,2698,18.03958,14956
54,lorenzir,5,0.03343,2703,18.07301,14956
55,rraja002,5,0.03343,2708,18.10645,14956
56,ajhd,4,0.02675,2712,18.13319,14956
57,amantur,4,0.02675,2716,18.15994,14956
58,basiq-brad,4,0.02675,2720,18.18668,14956
59,boucains,4,0.02675,2724,18.21343,14956
60,randomnoise,4,0.02675,2728,18.24017,14956
61,shahkv95,4,0.02675,2732,18.26692,14956
62,sj666663,4,0.02675,2736,18.29366,14956
63,svisagan83,4,0.02675,2740,18.32041,14956
64,troy256,4,0.02675,2744,18.34715,14956
65,aspiringDev22,3,0.02006,2747,18.36721,14956
66,atltvri,3,0.02006,2750,18.38727,14956
67,Bcouddot,3,0.02006,2753,18.40733,14956
68,LeniuskaAlvarado,3,0.02006,2756,18.42739,14956
69,MAH6146,3,0.02006,2759,18.44745,14956
70,tannaalok,3,0.02006,2762,18.46750,14956
71,TonyCarratoSSS,3,0.02006,2765,18.48756,14956
72,Vinayteza,3,0.02006,2768,18.50762,14956
73,aditiagarwal34550,2,0.01337,2770,18.52099,14956
74,akshatKunwar,2,0.01337,2772,18.53437,14956
75,arijeet-majumdar,2,0.01337,2774,18.54774,14956
76,AshishKmrSingh,2,0.01337,2776,18.56111,14956
77,cddeleon,2,0.01337,2778,18.57449,14956
78,chakraborty89subhajit,2,0.01337,2780,18.58786,14956
79,Geekays,2,0.01337,2782,18.60123,14956
80,ianzanderson,2,0.01337,2784,18.61460,14956
81,iynere,2,0.01337,2786,18.62798,14956
82,jessegonzalez,2,0.01337,2788,18.64135,14956
83,kanokwanmaneeon,2,0.01337,2790,18.65472,14956
84,kingsathurthi,2,0.01337,2792,18.66809,14956
85,KiranSatyaRaj,2,0.01337,2794,18.68147,14956
86,mflanneryii,2,0.01337,2796,18.69484,14956
87,organicit,2,0.01337,2798,18.70821,14956
88,Rubix982,2,0.01337,2800,18.72158,14956
89,Saim-Safdar,2,0.01337,2802,18.73496,14956
90,urdangarin,2,0.01337,2804,18.74833,14956
91,03-aditi,1,0.00669,2805,18.75501,14956
92,2elite2,1,0.00669,2806,18.76170,14956
93,afzalbin64,1,0.00669,2807,18.76839,14956
94,aj141,1,0.00669,2808,18.77507,14956
95,Anujakumari,1,0.00669,2809,18.78176,14956
