rank_number,actor,commits,percent,cumulative_sum,cumulative_percent,all_commits
1,zephyr-github,4672,10.68399,4672,10.68399,43729
2,jfischer-phytec-iot,220,0.50310,4892,11.18708,43729
3,nmeum,203,0.46422,5095,11.65131,43729
4,MarekPieta,121,0.27670,5216,11.92801,43729
5,gnuless,116,0.26527,5332,12.19328,43729
6,RehamTarekAhmed,92,0.21039,5424,12.40367,43729
7,stephanosio,52,0.11891,5476,12.52258,43729
8,Sizurka,41,0.09376,5517,12.61634,43729
9,hakonfam,34,0.07775,5551,12.69409,43729
10,trond-snekvik,28,0.06403,5579,12.75812,43729
11,junelizh,27,0.06174,5606,12.81987,43729
12,nandojve,26,0.05946,5632,12.87932,43729
13,overheat,26,0.05946,5658,12.93878,43729
14,askawu,24,0.05488,5682,12.99367,43729
15,mrfuchs,23,0.05260,5705,13.04626,43729
16,maksimmasalski,22,0.05031,5727,13.09657,43729
17,pavlohamov,21,0.04802,5748,13.14460,43729
18,jcorde,20,0.04574,5768,13.19033,43729
19,m-kru,20,0.04574,5788,13.23607,43729
20,scottwcpg,19,0.04345,5807,13.27952,43729
21,b0661,18,0.04116,5825,13.32068,43729
22,bboccoqq,18,0.04116,5843,13.36184,43729
23,jli157,18,0.04116,5861,13.40300,43729
24,explora26,17,0.03888,5878,13.44188,43729
25,gustavowd,16,0.03659,5894,13.47847,43729
26,cybertale,15,0.03430,5909,13.51277,43729
27,tedd-an,15,0.03430,5924,13.54707,43729
28,camicarballo,14,0.03202,5938,13.57909,43729
29,de-nordic,14,0.03202,5952,13.61110,43729
30,asmk-ot,13,0.02973,5965,13.64083,43729
31,mateusz-holenko,12,0.02744,5977,13.66828,43729
32,rishikha,12,0.02744,5989,13.69572,43729
33,ruuddw,12,0.02744,6001,13.72316,43729
34,alexandru-porosanu-nxp,11,0.02515,6012,13.74831,43729
35,findlayfeng,11,0.02515,6023,13.77347,43729
36,KwonTae-young,11,0.02515,6034,13.79862,43729
37,mtuxpe,11,0.02515,6045,13.82378,43729
38,emob-nordic,10,0.02287,6055,13.84665,43729
39,jpfaff,10,0.02287,6065,13.86951,43729
40,kontais,10,0.02287,6075,13.89238,43729
41,rosterloh,10,0.02287,6085,13.91525,43729
42,tsvehagen,10,0.02287,6095,13.93812,43729
43,ClumsyApe,9,0.02058,6104,13.95870,43729
44,fbrozovic,9,0.02058,6113,13.97928,43729
45,karstenkoenig,9,0.02058,6122,13.99986,43729
46,lucaspeixotot,9,0.02058,6131,14.02044,43729
47,markushx,9,0.02058,6140,14.04103,43729
48,nslowell,9,0.02058,6149,14.06161,43729
49,arewhyan,8,0.01829,6157,14.07990,43729
50,arthur-proglove,8,0.01829,6165,14.09820,43729
51,iotvietmember,8,0.01829,6173,14.11649,43729
52,matthew-koch,8,0.01829,6181,14.13478,43729
53,EvgeniiDidin,7,0.01601,6188,14.15079,43729
54,jbrzozoski,7,0.01601,6195,14.16680,43729
55,kimsekkelund,7,0.01601,6202,14.18281,43729
56,nathantsoi,7,0.01601,6209,14.19882,43729
57,nikooiko,7,0.01601,6216,14.21482,43729
58,om2pkral,7,0.01601,6223,14.23083,43729
59,barsok,6,0.01372,6229,14.24455,43729
60,BoschSensortec,6,0.01372,6235,14.25827,43729
61,ExtremeGTX,6,0.01372,6241,14.27199,43729
62,Kludentwo,6,0.01372,6247,14.28571,43729
63,lairdjm,6,0.01372,6253,14.29944,43729
64,LingoMeng,6,0.01372,6259,14.31316,43729
65,microbuilder,6,0.01372,6265,14.32688,43729
66,pnndra,6,0.01372,6271,14.34060,43729
67,takumiando,6,0.01372,6277,14.35432,43729
68,taschenb,6,0.01372,6283,14.36804,43729
69,tom-van,6,0.01372,6289,14.38176,43729
70,ajpcode,5,0.01143,6294,14.39319,43729
71,doanac,5,0.01143,6299,14.40463,43729
72,embeddedt,5,0.01143,6304,14.41606,43729
73,heri-developer,5,0.01143,6309,14.42750,43729
74,IRISZZW,5,0.01143,6314,14.43893,43729
75,jmgao,5,0.01143,6319,14.45036,43729
76,kzyapkov,5,0.01143,6324,14.46180,43729
77,menglingao1997,5,0.01143,6329,14.47323,43729
78,nixward,5,0.01143,6334,14.48467,43729
79,Oanerer,5,0.01143,6339,14.49610,43729
80,Pathak94,5,0.01143,6344,14.50754,43729
81,pderwin,5,0.01143,6349,14.51897,43729
82,pieterjanc,5,0.01143,6354,14.53040,43729
83,rickconrey,5,0.01143,6359,14.54184,43729
84,simple2017,5,0.01143,6364,14.55327,43729
85,alexanderendian,4,0.00915,6368,14.56242,43729
86,alexeRadu,4,0.00915,6372,14.57157,43729
87,carlos-stuart,4,0.00915,6376,14.58071,43729
88,chen-png,4,0.00915,6380,14.58986,43729
89,dwildmark,4,0.00915,6384,14.59901,43729
90,hersp,4,0.00915,6388,14.60815,43729
91,Hobbs1210,4,0.00915,6392,14.61730,43729
92,jinyongiot,4,0.00915,6396,14.62645,43729
93,jonasn-ge,4,0.00915,6400,14.63560,43729
94,JPWKU,4,0.00915,6404,14.64474,43729
95,kruithofa,4,0.00915,6408,14.65389,43729
96,martinjaeger,4,0.00915,6412,14.66304,43729
