rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,prince-chrismc,2214,17.84189,2214,17.84189,12409
2,fishseabowl,1580,12.73269,3794,30.57458,12409
3,betarelease,1218,9.81546,5012,40.39004,12409
4,tiainen,864,6.96269,5876,47.35273,12409
5,dasmanas,755,6.08429,6631,53.43702,12409
6,mgrand,728,5.86671,7359,59.30373,12409
7,erwin1,718,5.78612,8077,65.08985,12409
8,karolh2000,473,3.81175,8550,68.90160,12409
9,efrisch,441,3.55387,8991,72.45548,12409
10,MitaliBo,436,3.51358,9427,75.96905,12409
11,chb0github,427,3.44105,9854,79.41011,12409
12,ihcomega56,359,2.89306,10213,82.30317,12409
13,AbhijithGanesh,244,1.96631,10457,84.26948,12409
14,jperedadnr,197,1.58756,10654,85.85704,12409
15,dgarus,136,1.09598,10790,86.95302,12409
16,johanvos,109,0.87839,10899,87.83141,12409
17,mseabornIBM,85,0.68499,10984,88.51640,12409
18,VitaliyaIoffe,25,0.20147,11009,88.71787,12409
19,markus-jf,13,0.10476,11022,88.82263,12409
20,ChengYueJia,10,0.08059,11032,88.90322,12409
21,izderadicka,10,0.08059,11042,88.98380,12409
22,PouncePenguin,6,0.04835,11048,89.03215,12409
23,andpopov,5,0.04029,11053,89.07245,12409
24,steveonjava,4,0.03223,11057,89.10468,12409
25,badesiru,2,0.01612,11059,89.12080,12409
26,freddy33,1,0.00806,11060,89.12886,12409
27,jarias-lfx,1,0.00806,11061,89.13692,12409
28,LoriLorusso,1,0.00806,11062,89.14498,12409
29,pyrsia-devops,1,0.00806,11063,89.15303,12409
30,vss96,1,0.00806,11064,89.16109,12409
31,xlab,1,0.00806,11065,89.16915,12409
