rank_number,actor,commits,percent,cumulative_sum,cumulative_percent,all_commits
1,blesh,2576,0.93368,2576,0.93368,275899
2,benlesh,1466,0.53135,4042,1.46503,275899
3,LutzJaenicke,1116,0.40450,5158,1.86952,275899
4,dot-asm,896,0.32476,6054,2.19428,275899
5,devversion,817,0.29612,6871,2.49040,275899
6,snhenson,800,0.28996,7671,2.78037,275899
7,hughbe,641,0.23233,8312,3.01270,275899
8,JonHanna,622,0.22544,8934,3.23814,275899
9,fellows3,566,0.20515,9500,3.44329,275899
10,ichernev,473,0.17144,9973,3.61473,275899
11,bernd-edlinger,416,0.15078,10389,3.76551,275899
12,jimfb,410,0.14861,10799,3.91411,275899
13,btford,380,0.13773,11179,4.05185,275899
14,paulidale,378,0.13701,11557,4.18885,275899
15,som-snytt,349,0.12650,11906,4.31535,275899
16,mlaval,302,0.10946,12208,4.42481,275899
17,marclaval,300,0.10874,12508,4.53354,275899
18,simov,300,0.10874,12808,4.64228,275899
19,evmar,286,0.10366,13094,4.74594,275899
20,PaulGap,271,0.09822,13365,4.84416,275899
21,inder123,267,0.09677,13632,4.94094,275899
22,kroeckx,253,0.09170,13885,5.03264,275899
23,ChrisMaddock,245,0.08880,14130,5.12144,275899
24,mary-poppins,245,0.08880,14375,5.21024,275899
25,wardbell,238,0.08626,14613,5.29650,275899
26,mspncp,228,0.08264,14841,5.37914,275899
27,justinvp,191,0.06923,15032,5.44837,275899
28,sjtrimble,163,0.05908,15195,5.50745,275899
29,FdaSilvaYY,157,0.05690,15352,5.56436,275899
30,cexbrayat,147,0.05328,15499,5.61764,275899
31,AtsushiKan,146,0.05292,15645,5.67055,275899
32,twbs-grunt,145,0.05256,15790,5.72311,275899
33,jamesqo,130,0.04712,15920,5.77023,275899
34,pat270,115,0.04168,16035,5.81191,275899
35,openssl-machine,114,0.04132,16149,5.85323,275899
36,vsn4ik,113,0.04096,16262,5.89419,275899
37,jnizet,111,0.04023,16373,5.93442,275899
38,ysds,111,0.04023,16484,5.97465,275899
39,janekdb,109,0.03951,16593,6.01416,275899
40,jteplitz602,107,0.03878,16700,6.05294,275899
41,pshrmn,107,0.03878,16807,6.09172,275899
42,marek-safar,105,0.03806,16912,6.12978,275899
43,gijsbotje,103,0.03733,17015,6.16711,275899
44,m5o,103,0.03733,17118,6.20444,275899
45,gotwarlost,101,0.03661,17219,6.24105,275899
46,hrhino,100,0.03625,17319,6.27730,275899
47,DABH,99,0.03588,17418,6.31318,275899
48,saper,99,0.03588,17517,6.34906,275899
49,trotyl,99,0.03588,17616,6.38495,275899
50,oznetmaster,98,0.03552,17714,6.42047,275899
51,MarcoRossignoli,94,0.03407,17808,6.45454,275899
52,InfoHunter,93,0.03371,17901,6.48824,275899
53,sepidehkh,92,0.03335,17993,6.52159,275899
54,robwormald,91,0.03298,18084,6.55457,275899
55,fitzgen,90,0.03262,18174,6.58719,275899
56,abetomo,84,0.03045,18258,6.61764,275899
57,Maxwe11,81,0.02936,18339,6.64700,275899
58,pauli-oracle,78,0.02827,18417,6.67527,275899
59,chembu,74,0.02682,18491,6.70209,275899
60,hnrch02,74,0.02682,18565,6.72891,275899
61,zalog,74,0.02682,18639,6.75573,275899
62,joshlemer,71,0.02573,18710,6.78147,275899
63,jenniferfell,70,0.02537,18780,6.80684,275899
64,sepidehMS,70,0.02537,18850,6.83221,275899
65,timrwood,70,0.02537,18920,6.85758,275899
66,alexindigo,69,0.02501,18989,6.88259,275899
67,mkarg,69,0.02501,19058,6.90760,275899
68,falsyvalues,66,0.02392,19124,6.93152,275899
69,Herst,66,0.02392,19190,6.95544,275899
70,nateprewitt,64,0.02320,19254,6.97864,275899
71,Clockwork-Muse,63,0.02283,19317,7.00148,275899
72,kevmoo,63,0.02283,19380,7.02431,275899
73,goto-bus-stop,62,0.02247,19442,7.04678,275899
74,NthPortal,62,0.02247,19504,7.06925,275899
75,AlexRadch,60,0.02175,19564,7.09100,275899
76,Wraith2,60,0.02175,19624,7.11275,275899
77,RyanZim,58,0.02102,19682,7.13377,275899
78,benlaurie,57,0.02066,19739,7.15443,275899
79,madler,57,0.02066,19796,7.17509,275899
80,PeEllAvaj,57,0.02066,19853,7.19575,275899
81,jfmengels,56,0.02030,19909,7.21605,275899
82,milessabin,56,0.02030,19965,7.23634,275899
83,EgorBo,55,0.01993,20020,7.25628,275899
84,hackcraft,55,0.01993,20075,7.27621,275899
85,jsfb,55,0.01993,20130,7.29615,275899
86,caesar1995,54,0.01957,20184,7.31572,275899
87,Splaktar,54,0.01957,20238,7.33529,275899
88,threepointone,54,0.01957,20292,7.35487,275899
89,Varunram,54,0.01957,20346,7.37444,275899
90,bershanskiy,53,0.01921,20399,7.39365,275899
91,kwalrath,53,0.01921,20452,7.41286,275899
92,Ichoran,52,0.01885,20504,7.43171,275899
93,ghedo,51,0.01849,20555,7.45019,275899
94,martine,51,0.01849,20606,7.46868,275899
95,ashawley,50,0.01812,20656,7.48680,275899
96,shahata,50,0.01812,20706,7.50492,275899
97,mleguen,47,0.01704,20753,7.52196,275899
98,nylen,47,0.01704,20800,7.53899,275899
99,beldmit,46,0.01667,20846,7.55566,275899
100,Brianmanden,46,0.01667,20892,7.57234,275899
101,eed3si9n,46,0.01667,20938,7.58901,275899
102,cellog,45,0.01631,20983,7.60532,275899
103,arschmitz,44,0.01595,21027,7.62127,275899
104,jteplitz,44,0.01595,21071,7.63722,275899
105,staabm,44,0.01595,21115,7.65316,275899
106,wojtask9,44,0.01595,21159,7.66911,275899
107,bbbrumley,43,0.01559,21202,7.68470,275899
108,d10,43,0.01559,21245,7.70028,275899
109,mkeskells,43,0.01559,21288,7.71587,275899
110,CaerusKaru,42,0.01522,21330,7.73109,275899
111,coreyfarrell,42,0.01522,21372,7.74631,275899
112,iamandrewluca,42,0.01522,21414,7.76154,275899
113,DzmitryShylovich,41,0.01486,21455,7.77640,275899
114,santoshyadav198613,41,0.01486,21496,7.79126,275899
115,Toxicable,41,0.01486,21537,7.80612,275899
116,amcdnl,39,0.01414,21576,7.82025,275899
117,evanvosberg,39,0.01414,21615,7.83439,275899
118,joyent-automation,39,0.01414,21654,7.84852,275899
119,PascalPrecht,39,0.01414,21693,7.86266,275899
120,WilliamKoza,39,0.01414,21732,7.87680,275899
121,florianlacreuse,38,0.01377,21770,7.89057,275899
122,kohei-takata,38,0.01377,21808,7.90434,275899
123,Philippus,38,0.01377,21846,7.91811,275899
124,elas7,37,0.01341,21883,7.93153,275899
125,joroKr21,37,0.01341,21920,7.94494,275899
126,bassjobsen,36,0.01305,21956,7.95798,275899
127,spion,36,0.01305,21992,7.97103,275899
128,blikblum,35,0.01269,22027,7.98372,275899
129,pvdlg,35,0.01269,22062,7.99640,275899
130,keyz,33,0.01196,22095,8.00837,275899
131,sokket,33,0.01196,22128,8.02033,275899
132,martijnhoekstra,32,0.01160,22160,8.03192,275899
133,Quy,32,0.01160,22192,8.04352,275899
134,alekitto,31,0.01124,22223,8.05476,275899
135,carlossanlop,31,0.01124,22254,8.06600,275899
136,hankduan,31,0.01124,22285,8.07723,275899
137,BendingBender,30,0.01087,22315,8.08810,275899
138,codecalm,30,0.01087,22345,8.09898,275899
139,StephenFluin,30,0.01087,22375,8.10985,275899
140,WinCPP,30,0.01087,22405,8.12073,275899
141,GeoSot,29,0.01051,22434,8.13124,275899
142,soc,29,0.01051,22463,8.14175,275899
143,alfaproject,28,0.01015,22491,8.15190,275899
144,cironunes,28,0.01015,22519,8.16204,275899
145,FrederikSchlemmer,28,0.01015,22547,8.17219,275899
146,petetnt,28,0.01015,22575,8.18234,275899
147,svick,28,0.01015,22603,8.19249,275899
148,tracyjordan,28,0.01015,22631,8.20264,275899
149,willshowell,28,0.01015,22659,8.21279,275899
150,AfsanehR,27,0.00979,22686,8.22257,275899
