rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,fmuyassarov,1460,7.37933,1460,7.37933,19785
2,stbenjam,789,3.98787,2249,11.36720,19785
3,furkatgofurov7,490,2.47662,2739,13.84382,19785
4,Jaakko-Os,439,2.21885,3178,16.06267,19785
5,elfosardo,322,1.62750,3500,17.69017,19785
6,digambar15,295,1.49103,3795,19.18120,19785
7,mikkosest,265,1.33940,4060,20.52060,19785
8,jan-est,188,0.95021,4248,21.47081,19785
9,demonCoder95,170,0.85924,4418,22.33005,19785
10,smoshiur1237,152,0.76826,4570,23.09831,19785
11,iurygregory,107,0.54081,4677,23.63912,19785
12,metal3ci,94,0.47511,4771,24.11423,19785
13,Hellcatlk,82,0.41446,4853,24.52868,19785
14,ravipwaghmare,73,0.36897,4926,24.89765,19785
15,andfasano,67,0.33864,4993,25.23629,19785
16,yrobla,63,0.31842,5056,25.55471,19785
17,sumitjadhav1,59,0.29821,5115,25.85292,19785
18,sharajat,55,0.27799,5170,26.13091,19785
19,n1r1,50,0.25272,5220,26.38362,19785
20,sadasu,50,0.25272,5270,26.63634,19785
21,dukov,48,0.24261,5318,26.87895,19785
22,IamFive,48,0.24261,5366,27.12156,19785
23,nehaalhat,47,0.23755,5413,27.35911,19785
24,namnx228,46,0.23250,5459,27.59161,19785
25,hroyrh,43,0.21734,5502,27.80895,19785
26,ankit-kumar5,42,0.21228,5544,28.02123,19785
27,tssavita,40,0.20217,5584,28.22340,19785
28,bfournie,32,0.16174,5616,28.38514,19785
29,tiendc,28,0.14152,5644,28.52666,19785
30,jingvar,24,0.12130,5668,28.64797,19785
31,Ashughorla,23,0.11625,5691,28.76422,19785
32,alanmeadows,20,0.10109,5711,28.86530,19785
33,etingof,20,0.10109,5731,28.96639,19785
34,kanwar-saad,20,0.10109,5751,29.06748,19785
35,nordixinfra,16,0.08087,5767,29.14834,19785
36,ismacasti,15,0.07582,5782,29.22416,19785
37,felixest,13,0.06571,5795,29.28987,19785
38,Lukasz-SendGrid,13,0.06571,5808,29.35557,19785
39,nasirkamal,12,0.06065,5820,29.41622,19785
40,rlopez133,11,0.05560,5831,29.47182,19785
41,shibaPuppy,11,0.05560,5842,29.52742,19785
42,yprokule,11,0.05560,5853,29.58302,19785
43,FaridHub,10,0.05054,5863,29.63356,19785
44,jtwill98,10,0.05054,5873,29.68410,19785
45,kubealex,10,0.05054,5883,29.73465,19785
46,DmitryGrayscale,9,0.04549,5892,29.78014,19785
47,intlabs,9,0.04549,5901,29.82563,19785
48,pramchan,9,0.04549,5910,29.87111,19785
49,yakiyoshi,9,0.04549,5919,29.91660,19785
50,arkadykanevsky,8,0.04043,5927,29.95704,19785
51,magiclamp2,8,0.04043,5935,29.99747,19785
52,sshukun,7,0.03538,5942,30.03285,19785
53,udayruddarraju,7,0.03538,5949,30.06823,19785
54,alexz-kh,6,0.03033,5955,30.09856,19785
55,Cloudsleuth,6,0.03033,5961,30.12889,19785
56,knfoo,6,0.03033,5967,30.15921,19785
57,knowncitizen,6,0.03033,5973,30.18954,19785
58,rpioso,6,0.03033,5979,30.21986,19785
59,alexlovelltroy,5,0.02527,5984,30.24514,19785
60,andy-v-h,5,0.02527,5989,30.27041,19785
61,mkth1,5,0.02527,5994,30.29568,19785
62,guoruijing,4,0.02022,5998,30.31590,19785
63,Nickuru,4,0.02022,6002,30.33611,19785
64,snehal1797,4,0.02022,6006,30.35633,19785
65,aschiefe,3,0.01516,6009,30.37149,19785
