rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,knative-automation,14998,5.49474,14998,5.49474,272952
2,covbot,4331,1.58673,19329,7.08146,272952
3,omerbensaadon,1491,0.54625,20820,7.62771,272952
4,snneji,1202,0.44037,22022,8.06809,272952
5,cardil,1139,0.41729,23161,8.48537,272952
6,whaught,1059,0.38798,24220,8.87336,272952
7,travis-minke-sap,952,0.34878,25172,9.22213,272952
8,zhanggbj,585,0.21432,25757,9.43646,272952
9,dushyanthsc,525,0.19234,26282,9.62880,272952
10,zhongduo,519,0.19014,26801,9.81894,272952
11,RichardJJG,497,0.18208,27298,10.00103,272952
12,capri-xiyue,496,0.18172,27794,10.18274,272952
13,Cynocracy,482,0.17659,28276,10.35933,272952
14,itsmurugappan,482,0.17659,28758,10.53592,272952
15,satyanutella1,438,0.16047,29196,10.69639,272952
16,jmprusi,427,0.15644,29623,10.85282,272952
17,gabo1208,424,0.15534,30047,11.00816,272952
18,eric-sap,401,0.14691,30448,11.15507,272952
19,lkingland,362,0.13262,30810,11.28770,272952
20,jessiezcc,323,0.11834,31133,11.40603,272952
21,anniefu,316,0.11577,31449,11.52181,272952
22,davidor,296,0.10844,31745,11.63025,272952
23,arturenault,279,0.10222,32024,11.73247,272952
24,cppforlife,278,0.10185,32302,11.83432,272952
25,upodroid,238,0.08719,32540,11.92151,272952
26,Shashankft9,224,0.08207,32764,12.00358,272952
27,cdlliuy,218,0.07987,32982,12.08344,272952
28,grac3gao,205,0.07510,33187,12.15855,272952
29,tayarani,195,0.07144,33382,12.22999,272952
30,shinigambit,190,0.06961,33572,12.29960,272952
31,vyasgun,184,0.06741,33756,12.36701,272952
32,eclipselu,182,0.06668,33938,12.43369,272952
33,kvmware,172,0.06301,34110,12.49670,272952
34,gvmw,169,0.06192,34279,12.55862,272952
35,cr22rc,168,0.06155,34447,12.62017,272952
36,steven0711dong,167,0.06118,34614,12.68135,272952
37,richterdavid,157,0.05752,34771,12.73887,272952
38,ellenevans,147,0.05386,34918,12.79273,272952
39,lvjing2,147,0.05386,35065,12.84658,272952
40,akyyy,140,0.05129,35205,12.89787,272952
41,christophd,139,0.05092,35344,12.94880,272952
42,albertomilan,125,0.04580,35469,12.99459,272952
43,jwcesign,124,0.04543,35593,13.04002,272952
44,igsong,117,0.04286,35710,13.08289,272952
45,JCzz,109,0.03993,35819,13.12282,272952
46,joshrider,109,0.03993,35928,13.16275,272952
47,BbolroC,108,0.03957,36036,13.20232,272952
48,joaedwar,105,0.03847,36141,13.24079,272952
49,peterfeifanchen,104,0.03810,36245,13.27889,272952
50,macruzbar,102,0.03737,36347,13.31626,272952
51,AngeloDanducci,96,0.03517,36443,13.35143,272952
52,chaozbj,95,0.03480,36538,13.38624,272952
53,jihuin,94,0.03444,36632,13.42067,272952
54,tommyreddad,92,0.03371,36724,13.45438,272952
55,davyodom,91,0.03334,36815,13.48772,272952
56,jjzeng-seattle,89,0.03261,36904,13.52033,272952
57,tom24d,89,0.03261,36993,13.55293,272952
58,senthilnathan,87,0.03187,37080,13.58481,272952
59,yangyunfeng007,81,0.02968,37161,13.61448,272952
60,ericlem,77,0.02821,37238,13.64269,272952
61,ikvmw,74,0.02711,37312,13.66980,272952
62,xinydev,71,0.02601,37383,13.69581,272952
63,Justin2997,67,0.02455,37450,13.72036,272952
64,zyjiaobj,66,0.02418,37516,13.74454,272952
65,whynowy,65,0.02381,37581,13.76835,272952
66,AlexandraRoatis,60,0.02198,37641,13.79034,272952
67,jrangelramos,60,0.02198,37701,13.81232,272952
68,ericKlawitter,59,0.02162,37760,13.83393,272952
69,paulrossman,58,0.02125,37818,13.85518,272952
70,qibobo,58,0.02125,37876,13.87643,272952
71,Kaustubh-pande,56,0.02052,37932,13.89695,272952
72,garron,55,0.02015,37987,13.91710,272952
73,ZhuangYuZY,55,0.02015,38042,13.93725,272952
74,shefaliv,53,0.01942,38095,13.95667,272952
75,rusde,52,0.01905,38147,13.97572,272952
76,rafaeltello,51,0.01868,38198,13.99440,272952
77,12345lcr,49,0.01795,38247,14.01235,272952
78,kthakar1990,49,0.01795,38296,14.03031,272952
79,soham283,48,0.01759,38344,14.04789,272952
80,VIjayHP,48,0.01759,38392,14.06548,272952
81,JeffNeff,46,0.01685,38438,14.08233,272952
82,matthiasgubler,46,0.01685,38484,14.09918,272952
83,anicolao,45,0.01649,38529,14.11567,272952
84,pmbanugo,45,0.01649,38574,14.13216,272952
85,hemanrnjn,43,0.01575,38617,14.14791,272952
86,Leon-Liangming,42,0.01539,38659,14.16330,272952
87,nealhu,42,0.01539,38701,14.17868,272952
88,bharattkukreja,41,0.01502,38742,14.19370,272952
89,fatkun,41,0.01502,38783,14.20873,272952
90,raushan2016,41,0.01502,38824,14.22375,272952
91,richard2006,41,0.01502,38865,14.23877,272952
92,shreejad,40,0.01465,38905,14.25342,272952
93,ysjjovo,39,0.01429,38944,14.26771,272952
94,abbi-gaurav,38,0.01392,38982,14.28163,272952
95,eallred-google,38,0.01392,39020,14.29555,272952
96,jszroberto,38,0.01392,39058,14.30948,272952
97,MontyCarter,38,0.01392,39096,14.32340,272952
98,pivotal-joshua-rider,38,0.01392,39134,14.33732,272952
99,SwEngin,38,0.01392,39172,14.35124,272952
100,Yashks1994,38,0.01392,39210,14.36516,272952
101,Yizong98,38,0.01392,39248,14.37908,272952
102,yuxiaoba,36,0.01319,39284,14.39227,272952
103,dhruvbehl,34,0.01246,39318,14.40473,272952
104,sravankumar777,32,0.01172,39350,14.41645,272952
105,aaron-lerner,31,0.01136,39381,14.42781,272952
106,dan-j,31,0.01136,39412,14.43917,272952
107,danyinggu,31,0.01136,39443,14.45053,272952
108,satansk,31,0.01136,39474,14.46188,272952
109,izabelacg,30,0.01099,39504,14.47287,272952
110,mathspanda,30,0.01099,39534,14.48387,272952
111,josiemundi,29,0.01062,39563,14.49449,272952
112,mrmcmuffinz,29,0.01062,39592,14.50511,272952
113,mvinkler,28,0.01026,39620,14.51537,272952
114,nainaz,28,0.01026,39648,14.52563,272952
115,boaz0,27,0.00989,39675,14.53552,272952
116,NovaHe,27,0.00989,39702,14.54541,272952
117,cathyzhyi,26,0.00953,39728,14.55494,272952
118,efiturri,26,0.00953,39754,14.56447,272952
119,iamejboy,25,0.00916,39779,14.57362,272952
120,marcobebway,25,0.00916,39804,14.58278,272952
121,nimamahmoudi,25,0.00916,39829,14.59194,272952
122,RamyChaabane,24,0.00879,39853,14.60074,272952
123,igorbelianski,23,0.00843,39876,14.60916,272952
124,Miles-Ahead-Digital,23,0.00843,39899,14.61759,272952
125,msgurikar,23,0.00843,39922,14.62601,272952
126,prithviramesh,23,0.00843,39945,14.63444,272952
127,ShiningTian,23,0.00843,39968,14.64287,272952
128,ericmillin,22,0.00806,39990,14.65093,272952
129,meng-yu-github,22,0.00806,40012,14.65899,272952
130,pianohacker,22,0.00806,40034,14.66705,272952
131,zsxking,22,0.00806,40056,14.67511,272952
132,btannous,21,0.00769,40077,14.68280,272952
133,jeanabraham,21,0.00769,40098,14.69050,272952
134,jhill072,21,0.00769,40119,14.69819,272952
135,kobayashi,21,0.00769,40140,14.70588,272952
136,ntzlqx,21,0.00769,40161,14.71358,272952
137,shydefoo,21,0.00769,40182,14.72127,272952
138,arvtiwar,20,0.00733,40202,14.72860,272952
139,nailushapotnuru,20,0.00733,40222,14.73592,272952
140,nthnca,20,0.00733,40242,14.74325,272952
141,hotjunfeng,19,0.00696,40261,14.75021,272952
142,Joon-L,19,0.00696,40280,14.75717,272952
143,phamilton,19,0.00696,40299,14.76413,272952
144,spencerdillard,19,0.00696,40318,14.77110,272952
145,ssandanshi,19,0.00696,40337,14.77806,272952
146,vayyappaneni,19,0.00696,40356,14.78502,272952
147,cheimu,18,0.00659,40374,14.79161,272952
148,kkwekkeboom,18,0.00659,40392,14.79821,272952
149,amtisyAts,17,0.00623,40409,14.80443,272952
150,eletonia,17,0.00623,40426,14.81066,272952
151,f4tq,17,0.00623,40443,14.81689,272952
152,jwilner,17,0.00623,40460,14.82312,272952
153,lamw,17,0.00623,40477,14.82935,272952
154,nairb774,17,0.00623,40494,14.83558,272952
155,philippthun,17,0.00623,40511,14.84180,272952
156,wslyln,17,0.00623,40528,14.84803,272952
157,xphoniex,17,0.00623,40545,14.85426,272952
158,drpmma,16,0.00586,40561,14.86012,272952
159,jinxin-fu,16,0.00586,40577,14.86598,272952
160,kwyn,16,0.00586,40593,14.87185,272952
161,moadi,16,0.00586,40609,14.87771,272952
162,modassarrana,16,0.00586,40625,14.88357,272952
163,ssmall,16,0.00586,40641,14.88943,272952
164,VeerMuchandi,16,0.00586,40657,14.89529,272952
165,Alfusainey,15,0.00550,40672,14.90079,272952
166,DavidSpek,15,0.00550,40687,14.90628,272952
167,fhuzero,15,0.00550,40702,14.91178,272952
168,lesv,15,0.00550,40717,14.91727,272952
169,pratham-m,15,0.00550,40732,14.92277,272952
170,ratamovic,15,0.00550,40747,14.92827,272952
171,7adietri,14,0.00513,40761,14.93339,272952
172,ch0312,14,0.00513,40775,14.93852,272952
173,LangQian,14,0.00513,40789,14.94365,272952
174,mbehrendt,14,0.00513,40803,14.94878,272952
175,MPeyrard86,14,0.00513,40817,14.95391,272952
176,Murphylu1993,14,0.00513,40831,14.95904,272952
177,patelrutva,14,0.00513,40845,14.96417,272952
178,soaand01,14,0.00513,40859,14.96930,272952
179,softputer,14,0.00513,40873,14.97443,272952
180,soldair,14,0.00513,40887,14.97956,272952
181,Abirdcfly,13,0.00476,40900,14.98432,272952
182,chasewalden,13,0.00476,40913,14.98908,272952
183,code128,13,0.00476,40926,14.99385,272952
184,decewei,13,0.00476,40939,14.99861,272952
185,Iamlovingit,13,0.00476,40952,15.00337,272952
186,Niflhem,13,0.00476,40965,15.00813,272952
187,sheetalsingala,13,0.00476,40978,15.01290,272952
188,ufou,13,0.00476,40991,15.01766,272952
189,zargarpur,13,0.00476,41004,15.02242,272952
190,zhi-gang-sun,13,0.00476,41017,15.02718,272952
191,ammarn911,12,0.00440,41029,15.03158,272952
192,bvboca,12,0.00440,41041,15.03598,272952
193,grzesiek,12,0.00440,41053,15.04037,272952
194,makandre,12,0.00440,41065,15.04477,272952
195,markwinter,12,0.00440,41077,15.04917,272952
196,mattwelke,12,0.00440,41089,15.05356,272952
197,mjaow,12,0.00440,41101,15.05796,272952
198,norbjd,12,0.00440,41113,15.06236,272952
199,OmarMorales71,12,0.00440,41125,15.06675,272952
200,QuickWorkDeveloper,12,0.00440,41137,15.07115,272952
201,r-kotagudem,12,0.00440,41149,15.07554,272952
202,rprakashg,12,0.00440,41161,15.07994,272952
203,snowwolf007cn,12,0.00440,41173,15.08434,272952
204,Violet-Guo,12,0.00440,41185,15.08873,272952
205,vmexalien,12,0.00440,41197,15.09313,272952
206,andyyin,11,0.00403,41208,15.09716,272952
207,bpinske,11,0.00403,41219,15.10119,272952
208,BrianMMcClain,11,0.00403,41230,15.10522,272952
209,carusology,11,0.00403,41241,15.10925,272952
210,cheskayang,11,0.00403,41252,15.11328,272952
211,ciaranRoche,11,0.00403,41263,15.11731,272952
212,dahateb,11,0.00403,41274,15.12134,272952
213,jakoberpf,11,0.00403,41285,15.12537,272952
214,juliafriedman8,11,0.00403,41296,15.12940,272952
215,mukobi,11,0.00403,41307,15.13343,272952
216,philschmid,11,0.00403,41318,15.13746,272952
217,Phlak106,11,0.00403,41329,15.14149,272952
218,piomin,11,0.00403,41340,15.14552,272952
219,SeibertronSS,11,0.00403,41351,15.14955,272952
220,welkie,11,0.00403,41362,15.15358,272952
221,dicolasi,10,0.00366,41372,15.15724,272952
222,guimou,10,0.00366,41382,15.16091,272952
223,haydenyanghy,10,0.00366,41392,15.16457,272952
224,hzliangbin,10,0.00366,41402,15.16823,272952
225,moeyui1,10,0.00366,41412,15.17190,272952
226,Myrat92,10,0.00366,41422,15.17556,272952
227,obailiumingo,10,0.00366,41432,15.17923,272952
228,padlar,10,0.00366,41442,15.18289,272952
229,PicardParis,10,0.00366,41452,15.18655,272952
230,pradithya,10,0.00366,41462,15.19022,272952
231,priyshar01,10,0.00366,41472,15.19388,272952
232,Taction,10,0.00366,41482,15.19754,272952
233,viktorbenei,10,0.00366,41492,15.20121,272952
234,wlliqipeng,10,0.00366,41502,15.20487,272952
235,zhyuri,10,0.00366,41512,15.20853,272952
236,aijamalnk,9,0.00330,41521,15.21183,272952
237,boramalper,9,0.00330,41530,15.21513,272952
238,bskaplan,9,0.00330,41539,15.21843,272952
239,chunlongliang-ibm,9,0.00330,41548,15.22172,272952
240,des-esseintes,9,0.00330,41557,15.22502,272952
241,dtsioumas,9,0.00330,41566,15.22832,272952
242,hbelmiro,9,0.00330,41575,15.23162,272952
243,JackSilk,9,0.00330,41584,15.23491,272952
244,jewscojacquez,9,0.00330,41593,15.23821,272952
245,jimoosciuc,9,0.00330,41602,15.24151,272952
246,joke,9,0.00330,41611,15.24480,272952
247,josueetcom,9,0.00330,41620,15.24810,272952
248,jpower432,9,0.00330,41629,15.25140,272952
249,juliaguo,9,0.00330,41638,15.25470,272952
250,junawaneshivani,9,0.00330,41647,15.25799,272952
251,kristianmandrup,9,0.00330,41656,15.26129,272952
252,kun-song,9,0.00330,41665,15.26459,272952
253,maxiloEmmmm,9,0.00330,41674,15.26789,272952
254,necatican,9,0.00330,41683,15.27118,272952
255,NickCao,9,0.00330,41692,15.27448,272952
256,ohbus,9,0.00330,41701,15.27778,272952
257,pmgk07,9,0.00330,41710,15.28108,272952
258,ronavn,9,0.00330,41719,15.28437,272952
259,SchulteMarkus,9,0.00330,41728,15.28767,272952
260,white-cloud,9,0.00330,41737,15.29097,272952
261,wu0407,9,0.00330,41746,15.29426,272952
262,2020testuser,8,0.00293,41754,15.29720,272952
263,agajdosi,8,0.00293,41762,15.30013,272952
264,akshayuppal3,8,0.00293,41770,15.30306,272952
265,almottier,8,0.00293,41778,15.30599,272952
266,arisu1000,8,0.00293,41786,15.30892,272952
267,cbuchli,8,0.00293,41794,15.31185,272952
268,DazEdword,8,0.00293,41802,15.31478,272952
269,edvinerikson,8,0.00293,41810,15.31771,272952
270,eqqe,8,0.00293,41818,15.32064,272952
271,hamees-sayed,8,0.00293,41826,15.32357,272952
272,khaeghar,8,0.00293,41834,15.32650,272952
273,mjgallag,8,0.00293,41842,15.32944,272952
274,moficodes,8,0.00293,41850,15.33237,272952
275,MohamedElhawaty,8,0.00293,41858,15.33530,272952
276,mohammed-ali-1,8,0.00293,41866,15.33823,272952
277,niels-busch-maersk,8,0.00293,41874,15.34116,272952
278,novahe,8,0.00293,41882,15.34409,272952
279,q0115643,8,0.00293,41890,15.34702,272952
280,skycyan,8,0.00293,41898,15.34995,272952
281,sriumcp,8,0.00293,41906,15.35288,272952
282,tmoon8730,8,0.00293,41914,15.35581,272952
283,tzstoyanov,8,0.00293,41922,15.35874,272952
284,acodetailor,7,0.00256,41929,15.36131,272952
285,alan-ghelardi,7,0.00256,41936,15.36387,272952
286,alex-dixon,7,0.00256,41943,15.36644,272952
287,cch0,7,0.00256,41950,15.36900,272952
288,chandrasrt,7,0.00256,41957,15.37157,272952
289,cooperneil,7,0.00256,41964,15.37413,272952
290,CWL-1688,7,0.00256,41971,15.37670,272952
291,DiedeClaessens,7,0.00256,41978,15.37926,272952
292,dleurs,7,0.00256,41985,15.38183,272952
293,dng00,7,0.00256,41992,15.38439,272952
294,EatonZ,7,0.00256,41999,15.38695,272952
295,erekgit,7,0.00256,42006,15.38952,272952
296,gerhard,7,0.00256,42013,15.39208,272952
297,HansK-p,7,0.00256,42020,15.39465,272952
298,JamesMcMahon,7,0.00256,42027,15.39721,272952
299,jinglundong,7,0.00256,42034,15.39978,272952
300,jjayabal23,7,0.00256,42041,15.40234,272952
301,jkarteek,7,0.00256,42048,15.40491,272952
302,karlschriek,7,0.00256,42055,15.40747,272952
303,komaldhull,7,0.00256,42062,15.41004,272952
304,krishadvani,7,0.00256,42069,15.41260,272952
305,life-learner1,7,0.00256,42076,15.41516,272952
306,LiYa-Xu,7,0.00256,42083,15.41773,272952
