rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,kuritka,719,25.26353,719,25.26353,2846
2,somaritane,304,10.68166,1023,35.94519,2846
3,donovanmuller,141,4.95432,1164,40.89951,2846
4,ohmyglb,20,0.70274,1184,41.60225,2846
5,Zak-Anderson,5,0.17569,1189,41.77793,2846
6,jeffhelps,3,0.10541,1192,41.88335,2846
7,PennyScissors,3,0.10541,1195,41.98876,2846
8,MightyAnderson,2,0.07027,1197,42.05903,2846
9,5ur3n,1,0.03514,1198,42.09417,2846
10,Buzzglo,1,0.03514,1199,42.12930,2846
11,prachidamle,1,0.03514,1200,42.16444,2846
12,Th3NightHawk,1,0.03514,1201,42.19958,2846
13,ZakAbsa,1,0.03514,1202,42.23472,2846
