rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,dev-drprasad,128,2.27192,128,2.27192,5634
2,MChorfa,60,1.06496,188,3.33688,5634
3,AGMETEOR,21,0.37274,209,3.70962,5634
4,gaurimadhok,21,0.37274,230,4.08236,5634
5,simongdavies,19,0.33724,249,4.41960,5634
6,donmstewart,17,0.30174,266,4.72133,5634
7,halkyon,17,0.30174,283,5.02307,5634
8,phillipahereza,16,0.28399,299,5.30706,5634
9,MikeLarah,13,0.23074,312,5.53781,5634
10,sajuptpm,10,0.17749,322,5.71530,5634
11,coreyperkins,7,0.12425,329,5.83955,5634
12,coryodaniel,7,0.12425,336,5.96379,5634
13,bradcypert,6,0.10650,342,6.07029,5634
14,chris-crone,6,0.10650,348,6.17678,5634
15,fenngwd,6,0.10650,354,6.28328,5634
16,adelowo,5,0.08875,359,6.37203,5634
17,decentral1se,5,0.08875,364,6.46077,5634
18,JiangZhaoYang,5,0.08875,369,6.54952,5634
19,RomainMuller,5,0.08875,374,6.63827,5634
20,brandonjbjelland,4,0.07100,378,6.70927,5634
21,cocowalla,4,0.07100,382,6.78026,5634
22,jeffersonbenson,4,0.07100,386,6.85126,5634
23,sowsan,4,0.07100,390,6.92226,5634
24,brwilkinson,3,0.05325,393,6.97551,5634
25,clarenceb,3,0.05325,396,7.02875,5634
26,SuddenGunter,3,0.05325,399,7.08200,5634
27,amaltson,2,0.03550,401,7.11750,5634
28,CSberger,2,0.03550,403,7.15300,5634
29,davidmontoyago,2,0.03550,405,7.18850,5634
30,fernandoBRS,2,0.03550,407,7.22400,5634
31,HarveyEllis,2,0.03550,409,7.25950,5634
32,isurulucky,2,0.03550,411,7.29499,5634
33,jasmdk,2,0.03550,413,7.33049,5634
34,lewiscowper,2,0.03550,415,7.36599,5634
35,mboldt,2,0.03550,417,7.40149,5634
36,raykao,2,0.03550,419,7.43699,5634
37,SpiLLeR,2,0.03550,421,7.47249,5634
38,u5surf,2,0.03550,423,7.50799,5634
39,BastienM,1,0.01775,424,7.52574,5634
40,chasat-ms,1,0.01775,425,7.54349,5634
41,CtrlDot,1,0.01775,426,7.56124,5634
42,danielegallingani,1,0.01775,427,7.57898,5634
43,gabro,1,0.01775,428,7.59673,5634
44,HowardvanRooijen,1,0.01775,429,7.61448,5634
45,JamesDawson,1,0.01775,430,7.63223,5634
46,jvinaya,1,0.01775,431,7.64998,5634
47,karencfv,1,0.01775,432,7.66773,5634
48,marek-obuchowicz,1,0.01775,433,7.68548,5634
49,mikeandescavage,1,0.01775,434,7.70323,5634
50,nano2007,1,0.01775,435,7.72098,5634
51,rumpl,1,0.01775,436,7.73873,5634
52,ryanmoran,1,0.01775,437,7.75648,5634
53,salaxander,1,0.01775,438,7.77423,5634
54,TimWynsma,1,0.01775,439,7.79198,5634
