rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,Michelle951,101,5.86527,101,5.86527,1722
2,dafu-wu,19,1.10337,120,6.96864,1722
3,vishnoianil,12,0.69686,132,7.66551,1722
4,zhengzepeng,11,0.63879,143,8.30430,1722
5,vakara,6,0.34843,149,8.65273,1722
6,qshchenmo,3,0.17422,152,8.82695,1722
7,110y,2,0.11614,154,8.94309,1722
8,3293172751,2,0.11614,156,9.05923,1722
9,abhayakyy,2,0.11614,158,9.17538,1722
10,AshwinRamaniPsg,2,0.11614,160,9.29152,1722
11,dryheartGo,2,0.11614,162,9.40767,1722
12,wj-Mcat,2,0.11614,164,9.52381,1722
13,zengyuxing007,2,0.11614,166,9.63995,1722
14,cubxxw,1,0.05807,167,9.69803,1722
15,dmytronasyrov,1,0.05807,168,9.75610,1722
16,Kodalien,1,0.05807,169,9.81417,1722
17,liuqi-sun,1,0.05807,170,9.87224,1722
18,shiva-kalgudi,1,0.05807,171,9.93031,1722
19,xp13910818313,1,0.05807,172,9.98839,1722
