rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,niravparikh05,541,27.46193,541,27.46193,1970
2,meain,530,26.90355,1071,54.36548,1970
3,akshay196,281,14.26396,1352,68.62944,1970
4,nirav-rafay,105,5.32995,1457,73.95939,1970
5,vivekhiwarkar,58,2.94416,1515,76.90355,1970
6,rustiever,34,1.72589,1549,78.62944,1970
7,akshay196-rafay,23,1.16751,1572,79.79695,1970
8,mabhi,20,1.01523,1592,80.81218,1970
9,sandeep540,13,0.65990,1605,81.47208,1970
10,venu-rafay,8,0.40609,1613,81.87817,1970
11,plagzee,6,0.30457,1619,82.18274,1970
12,rustyforeal,5,0.25381,1624,82.43655,1970
13,hsvt,3,0.15228,1627,82.58883,1970
14,mcfearsome,2,0.10152,1629,82.69036,1970
15,pravin-rafay,2,0.10152,1631,82.79188,1970
16,sandeep-rafay,2,0.10152,1633,82.89340,1970
17,sharan-rafay,2,0.10152,1635,82.99492,1970
18,venukrishna,2,0.10152,1637,83.09645,1970
19,avinash-rafay,1,0.05076,1638,83.14721,1970
20,developer-irfan,1,0.05076,1639,83.19797,1970
21,foss-pravin,1,0.05076,1640,83.24873,1970
22,naveen-chakrapani,1,0.05076,1641,83.29949,1970
23,sarat-rafay,1,0.05076,1642,83.35025,1970
24,sharanmunyal,1,0.05076,1643,83.40102,1970
