rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,haotaogeng,553,51.39405,553,51.39405,1076
2,yanjianbo1983,224,20.81784,777,72.21190,1076
3,wanglet,95,8.82900,872,81.04089,1076
4,YLyangling,77,7.15613,949,88.19703,1076
5,Llishiwei,41,3.81041,990,92.00743,1076
6,bluven,29,2.69517,1019,94.70260,1076
7,jackluo04160124,16,1.48699,1035,96.18959,1076
8,khalid-davis,14,1.30112,1049,97.49071,1076
9,bocloudofficial,9,0.83643,1058,98.32714,1076
10,moyuduo,4,0.37175,1062,98.69888,1076
11,hdf15804299051,2,0.18587,1064,98.88476,1076
12,zhangchunsheng,2,0.18587,1066,99.07063,1076
13,Haomeng,1,0.09294,1067,99.16357,1076
14,khalid-jobs,1,0.09294,1068,99.25651,1076
