rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,kumarabd,1495,4.73311,1495,4.73311,31586
2,girishranganathan,1353,4.28354,2848,9.01665,31586
3,navendu-pottekkat,711,2.25100,3559,11.26765,31586
4,Nikhil-Ladha,638,2.01988,4197,13.28753,31586
5,ashiscs,586,1.85525,4783,15.14278,31586
6,ramrodo,511,1.61781,5294,16.76059,31586
7,utkarsh-pro,457,1.44684,5751,18.20743,31586
8,mgfeller,423,1.33920,6174,19.54663,31586
9,gunjanmimo,399,1.26322,6573,20.80985,31586
10,piyushsingariya,293,0.92763,6866,21.73748,31586
11,anirudhjain75,277,0.87697,7143,22.61445,31586
12,dhruv0000,266,0.84215,7409,23.45659,31586
13,alphaX86,259,0.81998,7668,24.27658,31586
14,metonymic-smokey,255,0.80732,7923,25.08390,31586
15,l5io,252,0.79782,8175,25.88172,31586
16,chandrashritii,234,0.74083,8409,26.62255,31586
17,PluckyPrecious,213,0.67435,8622,27.29690,31586
18,KarenEfereyan,177,0.56037,8799,27.85728,31586
19,anandrkskd,175,0.55404,8974,28.41132,31586
20,kanishkarj,171,0.54138,9145,28.95270,31586
21,nveenjain,153,0.48439,9298,29.43709,31586
22,vineethvanga18,131,0.41474,9429,29.85183,31586
23,hexxdump,108,0.34192,9537,30.19376,31586
24,kalradev,103,0.32609,9640,30.51985,31586
25,aneeshnema,102,0.32293,9742,30.84278,31586
26,Anita-ihuman,91,0.28810,9833,31.13088,31586
27,willcalcote,91,0.28810,9924,31.41898,31586
28,alonsolopezr,85,0.26911,10009,31.68809,31586
29,jesuslerma,84,0.26594,10093,31.95403,31586
30,s1ntaxe770r,84,0.26594,10177,32.21997,31586
31,aayushdutt,78,0.24694,10255,32.46692,31586
32,raghavaggarwal99,70,0.22162,10325,32.68853,31586
33,amino19,68,0.21529,10393,32.90382,31586
34,Ruth-ikegah,61,0.19312,10454,33.09694,31586
35,Chadha93,60,0.18996,10514,33.28690,31586
