rank_number,actor,contributions,percent,cumulative_sum,cumulative_percent,all_contributions
1,janoszen,2186,65.33174,2186,65.33174,3346
2,janosdebugs,594,17.75254,2780,83.08428,3346
3,tsipinakis,179,5.34967,2959,88.43395,3346
4,sanjacodes,137,4.09444,3096,92.52839,3346
5,sanjabonic,39,1.16557,3135,93.69396,3346
6,bencurio,37,1.10580,3172,94.79976,3346
7,ecrazor1911,34,1.01614,3206,95.81590,3346
8,paseaf,24,0.71727,3230,96.53317,3346
9,patsys,11,0.32875,3241,96.86192,3346
10,x448,7,0.20921,3248,97.07113,3346
11,florath,5,0.14943,3253,97.22056,3346
12,mhmxs,5,0.14943,3258,97.36999,3346
13,sebastiansterk,5,0.14943,3263,97.51943,3346
14,Patralos,3,0.08966,3266,97.60909,3346
15,tomcsi,3,0.08966,3269,97.69874,3346
16,darinwil,2,0.05977,3271,97.75852,3346
17,ductnn,2,0.05977,3273,97.81829,3346
18,ne-bknn,2,0.05977,3275,97.87806,3346
19,nik736,2,0.05977,3277,97.93784,3346
20,adamkissvcc,1,0.02989,3278,97.96772,3346
21,BartKoppers,1,0.02989,3279,97.99761,3346
22,billcoding,1,0.02989,3280,98.02750,3346
23,JalfResi,1,0.02989,3281,98.05738,3346
24,leonjza,1,0.02989,3282,98.08727,3346
25,manfred-kaiser,1,0.02989,3283,98.11715,3346
26,mkfifos,1,0.02989,3284,98.14704,3346
27,PhilippHomann,1,0.02989,3285,98.17693,3346
28,tioan,1,0.02989,3286,98.20681,3346
29,ubeytdemirr,1,0.02989,3287,98.23670,3346
