rank_number,actor,commits,percent,cumulative_sum,cumulative_percent,all_commits
1,Random-Liu,1567,0.35794,1567,0.35794,437785
2,steveperry-53,1011,0.23094,2578,0.58887,437785
3,hhkbp2,775,0.17703,3353,0.76590,437785
4,gprasath,553,0.12632,3906,0.89222,437785
5,nikhita,501,0.11444,4407,1.00666,437785
6,grampelberg,391,0.08931,4798,1.09597,437785
7,isaachier,370,0.08452,5168,1.18049,437785
8,isaach1000,360,0.08223,5528,1.26272,437785
9,philwinder,342,0.07812,5870,1.34084,437785
10,variadico,336,0.07675,6206,1.41759,437785
11,jenkins-rook,334,0.07629,6540,1.49388,437785
12,denverwilliams,312,0.07127,6852,1.56515,437785
13,lishihai9017,305,0.06967,7157,1.63482,437785
14,xiangpengzhao,305,0.06967,7462,1.70449,437785
15,mengqiy,296,0.06761,7758,1.77210,437785
16,cdrage,289,0.06601,8047,1.83812,437785
17,bassam,257,0.05870,8304,1.89682,437785
18,tanjunchen,257,0.05870,8561,1.95553,437785
19,ideahitme,256,0.05848,8817,2.01400,437785
20,christinevblum,252,0.05756,9069,2.07156,437785
21,tamarakaufler,247,0.05642,9316,2.12799,437785
22,liangguo,246,0.05619,9562,2.18418,437785
23,ahmetb,210,0.04797,9772,2.23215,437785
24,jwangyangls,210,0.04797,9982,2.28011,437785
25,hongchaodeng,206,0.04706,10188,2.32717,437785
26,zxydaisy,203,0.04637,10391,2.37354,437785
27,soltanmm,195,0.04454,10586,2.41808,437785
28,sambooo,194,0.04431,10780,2.46240,437785
29,saromanov,185,0.04226,10965,2.50465,437785
30,dlx,182,0.04157,11147,2.54623,437785
31,copejon,179,0.04089,11326,2.58711,437785
32,gyliu513,179,0.04089,11505,2.62800,437785
33,quinton-hoole,174,0.03975,11679,2.66775,437785
34,javaforfun,155,0.03541,11834,2.70315,437785
35,tiancaiamao,153,0.03495,11987,2.73810,437785
36,pyronicide,151,0.03449,12138,2.77259,437785
37,thompsonja,148,0.03381,12286,2.80640,437785
38,Steve53,127,0.02901,12413,2.83541,437785
39,kibbles-n-bytes,125,0.02855,12538,2.86396,437785
40,cpretzer,123,0.02810,12661,2.89206,437785
41,M00nF1sh,120,0.02741,12781,2.91947,437785
42,poiana,119,0.02718,12900,2.94665,437785
43,yutedz,118,0.02695,13018,2.97361,437785
44,stewart-yu,117,0.02673,13135,3.00033,437785
45,CreaturesInUnitards,116,0.02650,13251,3.02683,437785
46,pkliczewski,115,0.02627,13366,3.05310,437785
47,lonng,113,0.02581,13479,3.07891,437785
48,chentao11596,110,0.02513,13589,3.10404,437785
49,coto,108,0.02467,13697,3.12870,437785
50,ShyaniPal,107,0.02444,13804,3.15315,437785
51,kennytm,101,0.02307,13905,3.17622,437785
52,shubham14bajpai,101,0.02307,14006,3.19929,437785
53,wackxu,96,0.02193,14102,3.22122,437785
54,corneliusweig,94,0.02147,14196,3.24269,437785
55,sjenning,94,0.02147,14290,3.26416,437785
56,quantum-build,90,0.02056,14380,3.28472,437785
58,hennna,86,0.01964,14554,3.32446,437785
59,fuweid,83,0.01896,14637,3.34342,437785
60,ivan-valkov,82,0.01873,14719,3.36215,437785
61,stuclem,82,0.01873,14801,3.38088,437785
62,oke-py,81,0.01850,14882,3.39939,437785
63,yuxiaobo96,80,0.01827,14962,3.41766,437785
64,hwdef,77,0.01759,15039,3.43525,437785
