rank_number,actor,commits,percent,cumulative_sum,cumulative_percent,all_commits
0,LiuYuTai,0,0,0,0,0
0,fengjiankui121,0,0,0,0,0
0,ljwlc,0,0,0,0,0
0,tangxiaodon89,0,0,0,0,0
0,Huber-ming,0,0,0,0,0
0,xidiandb,0,0,0,0,0
0,congwensheng,0,0,0,0,0
0,asdLingDe,0,0,0,0,0
0,yushenkuo,0,0,0,0,0
0,fcddk,0,0,0,0,0
0,like-inspur,0,0,0,0,0
0,ericxiett,0,0,0,0,0
0,HongYuanSong,0,0,0,0,0
0,LeisureZhao,0,0,0,0,0
0,limin0801,0,0,0,0,0
0,tyws,0,0,0,0,0
0,JokerLei,0,0,0,0,0
0,wangxinru01,0,0,0,0,0
0,chaoyuechao,0,0,0,0,0
0,AlexWangD,0,0,0,0,0
0,quzhuo,0,0,0,0,0
0,OberonMin,0,0,0,0,0
0,KingXing1213,0,0,0,0,0
0,xuxiaodi0,0,0,0,0,0
0,zhangzheming629,0,0,0,0,0
0,NingZhang,0,0,0,0,0
0,Burmmm,0,0,0,0,0
0,stealmoons,0,0,0,0,0
0,yanbinnew,0,0,0,0,0
0,whb92,0,0,0,0,0
0,starZane,0,0,0,0,0
0,huanen,0,0,0,0,0
0,kingproxj,0,0,0,0,0
0,kanadeko11,0,0,0,0,0
0,WindRainbow3,0,0,0,0,0
0,yangmingyu1997,0,0,0,0,0
0,zhanghongyuanzzhy,0,0,0,0,0
0,weisongf,0,0,0,0,0
0,whhshr1,0,0,0,0,0
0,zhen00fa,0,0,0,0,0
0,ZhaoJianchangA,0,0,0,0,0
0,tianmaomao,0,0,0,0,0
0,lingxiaoguai,0,0,0,0,0
0,KEVINDIRU,0,0,0,0,0
0,ZSQLoveCoding,0,0,0,0,0
0,li-yuquan,0,0,0,0,0
0,qq397170321,0,0,0,0,0
0,muyulin,0,0,0,0,0
0,GorgeousAsYou,0,0,0,0,0
0,sjt-inspur,0,0,0,0,0
0,wangjiajing,0,0,0,0,0
0,gold007,0,0,0,0,0
0,huzhangfeng,0,0,0,0,0
0,tianyuyfw,0,0,0,0,0
0,ZyuXiad,0,0,0,0,0
0,wxypro,0,0,0,0,0
0,swfchen,0,0,0,0,0
0,15617363562,0,0,0,0,0
0,WuYuLun999,0,0,0,0,0
0,jasonlkx,0,0,0,0,0
0,readygodom,0,0,0,0,0
0,panfeng-smiles,0,0,0,0,0
0,chenzhengwei,0,0,0,0,0
0,huangshanhui,0,0,0,0,0
0,ReneChao,0,0,0,0,0
0,tjuZhuangLIu,0,0,0,0,0
0,fuyoushengwu,0,0,0,0,0
0,DaJiaFeng,0,0,0,0,0
0,ccamelliae,0,0,0,0,0
0,Cynthia-Lee97,0,0,0,0,0
0,Hdongke,0,0,0,0,0
0,Liulihao97,0,0,0,0,0
0,zhangdl-inspur,0,0,0,0,0
0,MicahFeng,0,0,0,0,0
0,jx8zjs,0,0,0,0,0
0,wangyingbin0932,0,0,0,0,0
0,wunan02,0,0,0,0,0
0,klinghang,0,0,0,0,0
0,blacwhi,0,0,0,0,0
0,coldy1992,0,0,0,0,0
0,maweike,0,0,0,0,0
0,gzq1991,0,0,0,0,0
0,jiasunliu,0,0,0,0,0
0,FanWenchang129,0,0,0,0,0
0,jiadexin,0,0,0,0,0
0,seekingua,0,0,0,0,0
0,zhaoyixin96,0,0,0,0,0
0,fangwenjiang,0,0,0,0,0
0,shidayi,0,0,0,0,0
0,wybrono,0,0,0,0,0
0,EricZhao,0,0,0,0,0
