rank_number,actor,commits,percent,cumulative_sum,cumulative_percent,all_commits
1,alexec,1715,17.83671,1715,17.83671,9615
2,jessesuen,1216,12.64691,2931,30.48362,9615
3,VaibhavPage,967,10.05720,3898,40.54082,9615
4,dthomson25,744,7.73791,4642,48.27873,9615
5,simster7,213,2.21529,4855,50.49402,9615
6,sarabala1979,204,2.12168,5059,52.61570,9615
7,edlee2121,136,1.41446,5195,54.03016,9615
8,shrinandj,119,1.23765,5314,55.26781,9615
9,jannfis,115,1.19605,5429,56.46386,9615
10,cyee88,76,0.79043,5505,57.25429,9615
11,merenbach,76,0.79043,5581,58.04472,9615
12,gaganapplatix,56,0.58242,5637,58.62715,9615
13,roofi07,50,0.52002,5687,59.14717,9615
14,seanson,50,0.52002,5737,59.66719,9615
15,wokeGit,45,0.46802,5782,60.13521,9615
16,whynowy,43,0.44722,5825,60.58242,9615
17,mukulikak,39,0.40562,5864,60.98804,9615
18,saradhis,34,0.35361,5898,61.34165,9615
19,sytianhe,26,0.27041,5924,61.61206,9615
20,matt-magaldi,25,0.26001,5949,61.87207,9615
21,sandeepbhojwani,18,0.18721,5967,62.05928,9615
22,mark9white,15,0.15601,5982,62.21529,9615
23,oke-py,13,0.13521,5995,62.35049,9615
24,abhinavdas,12,0.12480,6007,62.47530,9615
25,mthx,12,0.12480,6019,62.60010,9615
26,fsiegmund,10,0.10400,6029,62.70411,9615
27,gpaul,9,0.09360,6038,62.79771,9615
28,JazminGonzalez-Rivero,9,0.09360,6047,62.89132,9615
29,mac9416,9,0.09360,6056,62.98492,9615
30,pbrit,9,0.09360,6065,63.07852,9615
31,chaseterry,8,0.08320,6073,63.16173,9615
32,devstein,8,0.08320,6081,63.24493,9615
33,felixApplatix,8,0.08320,6089,63.32813,9615
34,marxarelli,8,0.08320,6097,63.41134,9615
35,arnarg,7,0.07280,6104,63.48414,9615
36,khhirani,7,0.07280,6111,63.55694,9615
37,lcjlcj,7,0.07280,6118,63.62975,9615
38,lcostea,7,0.07280,6125,63.70255,9615
39,NikeNano,7,0.07280,6132,63.77535,9615
40,adamjohnson01,6,0.06240,6138,63.83775,9615
41,Ark-kun,6,0.06240,6144,63.90016,9615
42,changhc,6,0.06240,6150,63.96256,9615
43,duboisf,6,0.06240,6156,64.02496,9615
44,jdeprin,6,0.06240,6162,64.08736,9615
45,mukulika-applatix,6,0.06240,6168,64.14977,9615
46,spencergilbert,6,0.06240,6174,64.21217,9615
47,workflow,6,0.06240,6180,64.27457,9615
48,CermakM,5,0.05200,6185,64.32657,9615
49,conorfennell,5,0.05200,6190,64.37858,9615
50,elikatsis,5,0.05200,6195,64.43058,9615
51,epa095,5,0.05200,6200,64.48258,9615
52,greenstatic,5,0.05200,6205,64.53458,9615
53,jaimejorge,5,0.05200,6210,64.58658,9615
54,michael-ax,5,0.05200,6215,64.63859,9615
55,mura-s,5,0.05200,6220,64.69059,9615
56,OmerKahani,5,0.05200,6225,64.74259,9615
57,paguos,5,0.05200,6230,64.79459,9615
58,teddybearz,5,0.05200,6235,64.84659,9615
59,wookasz,5,0.05200,6240,64.89860,9615
60,zeph,5,0.05200,6245,64.95060,9615
61,akshaychitneni,4,0.04160,6249,64.99220,9615
62,AnesBenmerzoug,4,0.04160,6253,65.03380,9615
63,AntoineDao,4,0.04160,6257,65.07540,9615
64,antoniomo,4,0.04160,6261,65.11700,9615
65,bx-julian,4,0.04160,6265,65.15861,9615
66,clelange,4,0.04160,6269,65.20021,9615
67,dcherman,4,0.04160,6273,65.24181,9615
68,donoftime,4,0.04160,6277,65.28341,9615
69,elyzov-plesk,4,0.04160,6281,65.32501,9615
70,essh,4,0.04160,6285,65.36661,9615
71,foobarbecue,4,0.04160,6289,65.40822,9615
72,hongkunyoo,4,0.04160,6293,65.44982,9615
73,houz42,4,0.04160,6297,65.49142,9615
74,igaskin,4,0.04160,6301,65.53302,9615
75,jpresky,4,0.04160,6305,65.57462,9615
76,leominov,4,0.04160,6309,65.61622,9615
77,masa213f,4,0.04160,6313,65.65783,9615
78,moensch,4,0.04160,6317,65.69943,9615
79,mostaphaRoudsari,4,0.04160,6321,65.74103,9615
80,rahuldhide,4,0.04160,6325,65.78263,9615
81,stgarf,4,0.04160,6329,65.82423,9615
82,thundergolfer,4,0.04160,6333,65.86583,9615
83,tkilpela,4,0.04160,6337,65.90744,9615
84,zhujl1991,4,0.04160,6341,65.94904,9615
85,AdityaGupta1,3,0.03120,6344,65.98024,9615
86,andreimc,3,0.03120,6347,66.01144,9615
87,bbc88ks,3,0.03120,6350,66.04264,9615
88,cabrinha,3,0.03120,6353,66.07384,9615
89,danielhelfand,3,0.03120,6356,66.10504,9615
90,dinesh-rajaveeran,3,0.03120,6359,66.13625,9615
91,dmizelle,3,0.03120,6362,66.16745,9615
92,Elgarni,3,0.03120,6365,66.19865,9615
93,groodt,3,0.03120,6368,66.22985,9615
94,hideto0710,3,0.03120,6371,66.26105,9615
95,hongymagic,3,0.03120,6374,66.29225,9615
96,ianamunoz,3,0.03120,6377,66.32345,9615
97,ilyasotkov,3,0.03120,6380,66.35465,9615
98,jamhed,3,0.03120,6383,66.38586,9615
99,jbehling,3,0.03120,6386,66.41706,9615
100,jtmiclat,3,0.03120,6389,66.44826,9615
101,kzadorozhny,3,0.03120,6392,66.47946,9615
102,locona,3,0.03120,6395,66.51066,9615
103,milesarmstrong,3,0.03120,6398,66.54186,9615
104,naynasiddharth,3,0.03120,6401,66.57306,9615
105,nouseforaname,3,0.03120,6404,66.60426,9615
106,ofaz,3,0.03120,6407,66.63547,9615
107,sano307,3,0.03120,6410,66.66667,9615
108,shelby-moore,3,0.03120,6413,66.69787,9615
109,theomessin,3,0.03120,6416,66.72907,9615
110,vosmith,3,0.03120,6419,66.76027,9615
111,wanghong230,3,0.03120,6422,66.79147,9615
112,XiangChen666,3,0.03120,6425,66.82267,9615
113,1337andre,2,0.02080,6427,66.84347,9615
114,16yuki0702,2,0.02080,6429,66.86427,9615
115,aarongorka,2,0.02080,6431,66.88508,9615
116,adrienjt,2,0.02080,6433,66.90588,9615
117,alexcapras,2,0.02080,6435,66.92668,9615
118,amarrella,2,0.02080,6437,66.94748,9615
119,amarruedo,2,0.02080,6439,66.96828,9615
120,anhdat,2,0.02080,6441,66.98908,9615
121,apoorvprecisely,2,0.02080,6443,67.00988,9615
122,astein-te,2,0.02080,6445,67.03068,9615
123,bappr,2,0.02080,6447,67.05148,9615
124,bclermont,2,0.02080,6449,67.07228,9615
125,bergur88,2,0.02080,6451,67.09308,9615
126,bpmericle,2,0.02080,6453,67.11388,9615
127,catalinvr,2,0.02080,6455,67.13469,9615
128,chocopowwwa,2,0.02080,6457,67.15549,9615
129,commodus-sebastien,2,0.02080,6459,67.17629,9615
130,dakale,2,0.02080,6461,67.19709,9615
131,darthnastya,2,0.02080,6463,67.21789,9615
132,ddseapy,2,0.02080,6465,67.23869,9615
133,delwaterman,2,0.02080,6467,67.25949,9615
134,descrepes,2,0.02080,6469,67.28029,9615
135,dmaciel,2,0.02080,6471,67.30109,9615
136,dnascimento,2,0.02080,6473,67.32189,9615
137,dvavili,2,0.02080,6475,67.34269,9615
138,EDGsheryl,2,0.02080,6477,67.36349,9615
139,e-mon,2,0.02080,6479,67.38430,9615
140,eSamS,2,0.02080,6481,67.40510,9615
141,fiftoine,2,0.02080,6483,67.42590,9615
142,fischerjulian,2,0.02080,6485,67.44670,9615
143,gaetansnl,2,0.02080,6487,67.46750,9615
144,gerdos82,2,0.02080,6489,67.48830,9615
145,groszewn,2,0.02080,6491,67.50910,9615
146,haimberger,2,0.02080,6493,67.52990,9615
147,hayorov,2,0.02080,6495,67.55070,9615
148,ibiqlik,2,0.02080,6497,67.57150,9615
149,jackywu,2,0.02080,6499,67.59230,9615
150,jcmuller,2,0.02080,6501,67.61310,9615
151,jdmulloy,2,0.02080,6503,67.63391,9615
