idx,company,n,percent
0,(All known 85),2631,99.89
1,Google,1438,54.6
2,Red Hat,545,20.7
3,CoreOS,163,6.2
4,(Self),73,2.8
5,Huawei,30,1.1
6,IBM,27,1.0
7,eBay,27,1.0
8,Net EASE 网易有态度,22,0.8
9,Docker,21,0.8
10,Clarifai,20,0.8
11,HP,19,0.7
12,Intel,19,0.7
13,ZTE Corporation,15,0.6
14,Fujitsu,14,0.5
15,Canonical,12,0.5
16,Apache,12,0.5
17,Caicloud,11,0.4
18,Rackspace,10,0.4
19,Mirantis,10,0.4
20,CNM Consulting,10,0.4
21,Cisco,8,0.3
22,Apcera,7,0.3
23,Samsung,6,0.2
24,Inovex,6,0.2
25,VMware,5,0.2
26,Tigera,4,0.2
27,appOrbit,4,0.2
28,Amadeus,4,0.2
29,Microsoft,4,0.2
30,Spec Deas HR Consulting,4,0.2
31,Alternative Storage,4,0.2
32,SOFICOM,3,0.1
33,(Not Found),3,0.1
34,thinkstep,3,0.1
35,Aperian Global,3,0.1
36,Ahead4 Limited,3,0.1
37,The Remote Lab,3,0.1
38,Infraly,2,0.1
39,Hyperledger,2,0.1
40,ISI.nc,2,0.1
41,Mesosphere,2,0.1
42,OpenCredo,2,0.1
43,The Manufacturing Institute,2,0.1
44,Sky,2,0.1
45,Reevoo,2,0.1
46,GoGoVan,2,0.1
47,ThousandEyes,2,0.1
48,OpenRuko,2,0.1
49,Avatao,2,0.1
50,Comparative Bioinformatics,2,0.1
51,Ericsson,1,0.0
52,Eon Cloud,1,0.0
53,Devops,1,0.0
54,ApresMIDI AB,1,0.0
55,Black Stealth Marketing,1,0.0
56,Imaginea,1,0.0
57,Diamanti,1,0.0
58,Dataman,1,0.0
59,Bright Pixel,1,0.0
60,CERN,1,0.0
61,Signal Sciences Corp,1,0.0
62,"Kensho, GAuthify",1,0.0
63,Hyper.sh,1,0.0
64,R&R,1,0.0
65,Jollyturns,1,0.0
66,HolidayCheck,1,0.0
67,SalesForce,1,0.0
68,AXA,1,0.0
69,CenturyLink,1,0.0
70,Bitnami,1,0.0
71,Cockroach,1,0.0
72,Box,1,0.0
73,Citrix,1,0.0
74,chbatey,1,0.0
75,CYSO,1,0.0
76,Photobox,1,0.0
77,Teralytics,1,0.0
78,DigitalOcean,1,0.0
79,Tinkerbox,1,0.0
80,Weaveworks,1,0.0
81,AnchorFree,1,0.0
82,Über,1,0.0
83,CentOS,1,0.0
84,KAYAK,1,0.0
85,Tradesy,1,0.0
86,Heptio,1,0.0
