idx,company,n,percent
0,(All known 104),3587,99.83
1,Google,1333,37.1
2,Red Hat,1224,34.1
3,(Self),138,3.8
4,ZTE Corporation,89,2.5
5,Apprenda,76,2.1
6,CoreOS,73,2.0
7,Huawei,69,1.9
8,IBM,64,1.8
9,Hyper.sh,56,1.6
10,Fujitsu,52,1.4
11,Microsoft,39,1.1
12,Mirantis,39,1.1
13,EasyStack,37,1.0
14,VMware,22,0.6
15,Net EASE 网易有态度,21,0.6
16,JPMorgan Chase,19,0.5
17,Intel,18,0.5
18,Bulletproof,15,0.4
19,Apache,13,0.4
20,Canonical,11,0.3
21,Socrata,11,0.3
22,Kelowna,9,0.3
23,Tencent,7,0.2
24,eBay,6,0.2
25,Heptio,6,0.2
26,(Not Found),6,0.2
27,Rancher,6,0.2
28,Molina Healthcare,5,0.1
29,Samsung,5,0.1
30,42 Tech,4,0.1
31,Logic Monitor,4,0.1
32,Diamanti,4,0.1
33,Roche,3,0.1
34,HP,3,0.1
35,ZJU-SEL,3,0.1
36,CDNetworks Korea,3,0.1
37,CNM Consulting,3,0.1
38,Wattpad,3,0.1
39,Jd.Com,3,0.1
40,SalesForce,3,0.1
41,The New York Times,3,0.1
42,Cockroach,3,0.1
43,Zalando,3,0.1
44,Weaveworks,3,0.1
45,Feenix GmbH,3,0.1
46,Bigstep,3,0.1
47,Dell,3,0.1
48,Pressly,2,0.1
49,SICPA Security Solutions,2,0.1
50,SOFICOM,2,0.1
51,CERN,2,0.1
52,Pardot,2,0.1
53,Caicloud,2,0.1
54,Walmart,2,0.1
55,Atlassian,2,0.1
56,Bloomberg LP,2,0.1
57,AT&T,1,0.0
58,ocadotechnology,1,0.0
59,Devops,1,0.0
60,TravelSky Technology Limited,1,0.0
61,Cloud Genius,1,0.0
62,SoundCloud,1,0.0
63,Cisco,1,0.0
64,Ubuntu,1,0.0
65,Vorstella,1,0.0
66,Portworx,1,0.0
67,Robots and Pencils,1,0.0
68,dunnhumby,1,0.0
69,TripTravel,1,0.0
70,SkillShare,1,0.0
71,Mozilla,1,0.0
72,Ubisoft,1,0.0
73,ContainerStack.io,1,0.0
74,Sky,1,0.0
75,RCS Analytics GmbH,1,0.0
76,Cloudera,1,0.0
77,AppsCode,1,0.0
78,F24 Ag,1,0.0
79,Alternative Storage,1,0.0
80,FounderFuel,1,0.0
81,LinkedIn,1,0.0
82,Ustream,1,0.0
83,QIANKUN,1,0.0
84,Z Lab Corporation,1,0.0
85,Software & Things,1,0.0
86,Rev.com,1,0.0
87,DRUD Tech,1,0.0
88,Loodse,1,0.0
89,Criteo,1,0.0
90,opentargets,1,0.0
91,Nordstrom,1,0.0
92,Bitnami,1,0.0
93,HarmonyCloud,1,0.0
94,Box,1,0.0
95,"Embedded Systems, ECE",1,0.0
96,YY,1,0.0
97,Apple,1,0.0
98,Igneous Systems,1,0.0
99,Juju Ecosystem,1,0.0
100,Zeet,1,0.0
101,Jetstack,1,0.0
102,zlabjp,1,0.0
103,JustWatch,1,0.0
104,Amadeus,1,0.0
105,SAP,1,0.0
