idx,company,n,percent
0,(All known 103),2139,99.44
1,Google,1092,50.8
2,Red Hat,480,22.3
3,Huawei,173,8.0
4,(Self),75,3.5
5,Mesosphere,34,1.6
6,Docker,30,1.4
7,CoreOS,28,1.3
8,Amadeus,12,0.6
9,Tyk,12,0.6
10,(Not Found),12,0.6
11,Slack,11,0.5
12,Metaswitch,10,0.5
13,Apache,7,0.3
14,Alternative Storage,7,0.3
15,UNINETT,6,0.3
16,CERN,6,0.3
17,Canonical,6,0.3
18,Box,5,0.2
19,Amazon,5,0.2
20,eBay,5,0.2
21,Cisco,4,0.2
22,Petback,4,0.2
23,ListHub,4,0.2
24,ISI.nc,4,0.2
25,Funio,4,0.2
26,Opsview Ltd,3,0.1
27,Weaveworks,3,0.1
28,volleylabs,3,0.1
29,Epic Games,3,0.1
30,Kismatic,3,0.1
31,Virginia Tech,3,0.1
32,NHN,3,0.1
33,AppAdhoc,2,0.1
34,Oblong Industries,2,0.1
35,SAP,2,0.1
36,Heroku,2,0.1
37,Met Office Informatics Lab,2,0.1
38,Readify,2,0.1
39,Revinate,2,0.1
40,Devops,2,0.1
41,Juniper Networks,2,0.1
42,Puppet,2,0.1
43,Facebook,2,0.1
44,Shopify,2,0.1
45,Transwarp,2,0.1
46,Hyper.sh,2,0.1
47,Axway,2,0.1
48,WillCall,2,0.1
49,Vungle,2,0.1
50,Square,2,0.1
51,wellcometrust,2,0.1
52,macys.com,2,0.1
53,Microsoft,2,0.1
54,Luxiar,2,0.1
55,Anadea inc.,1,0.0
56,Apalia,1,0.0
57,wikiwi,1,0.0
58,nearForm,1,0.0
59,Singlewire Software,1,0.0
60,Connectifier,1,0.0
61,DrEd Online Doctor,1,0.0
62,Wikimedia Foundation,1,0.0
63,Funky,1,0.0
64,Naver,1,0.0
65,Stack Exchange,1,0.0
66,athenahealth,1,0.0
67,Zesty.io,1,0.0
68,Whitepages,1,0.0
69,Samsung,1,0.0
70,SORINT.lab,1,0.0
71,Happy Dog Web Productions,1,0.0
72,Viacom,1,0.0
73,Ubisoft,1,0.0
74,Net EASE 网易有态度,1,0.0
75,MediaMath,1,0.0
76,ViaNett AS,1,0.0
77,Appear TV AS,1,0.0
78,GatsbyJS,1,0.0
79,FACEIT,1,0.0
80,CiscoSpark,1,0.0
81,Rochester Institute of Technology,1,0.0
82,Elastic,1,0.0
83,Walmart,1,0.0
84,ChinaNetCenter,1,0.0
85,Agfa HealthCare,1,0.0
86,CSE IIT KANPUR,1,0.0
87,Walt Disney,1,0.0
88,Voleo,1,0.0
89,Zalando,1,0.0
90,China Mobile International Limited,1,0.0
91,Univa,1,0.0
92,hackmh,1,0.0
93,Lohi Labs,1,0.0
94,clypd,1,0.0
95,ADEO,1,0.0
96,Okori Group,1,0.0
97,iconectiv,1,0.0
98,"Eldarion, Inc.",1,0.0
99,Jetstack,1,0.0
100,Yahoo,1,0.0
101,Über,1,0.0
102,"Collanthropy, LLC",1,0.0
103,Xoom,1,0.0
104,Zendesk,1,0.0
