idx,company,n,percent
0,(All known 104),723671,100.0
1,Google,396115,54.7
2,Red Hat,217030,30.0
3,Microsoft,32181,4.4
4,Bulletproof,17595,2.4
5,VMware,6621,0.9
6,(Self),6426,0.9
7,CoreOS,6177,0.9
8,Huawei,5763,0.8
9,Dell,5671,0.8
10,Portworx,4460,0.6
11,JPMorgan Chase,4062,0.6
12,Hyper.sh,2786,0.4
13,Canonical,2651,0.4
14,Mirantis,2375,0.3
15,Apprenda,2271,0.3
16,IBM,1509,0.2
17,Diamanti,1065,0.1
18,Fujitsu,994,0.1
19,ZTE Corporation,843,0.1
20,Roche,781,0.1
21,Net EASE 网易有态度,652,0.1
22,Rancher,519,0.1
23,Intel,497,0.1
24,EasyStack,475,0.1
25,Apache,432,0.1
26,Molina Healthcare,419,0.1
27,Heptio,395,0.1
28,Logic Monitor,350,0.0
29,SalesForce,271,0.0
30,Vorstella,165,0.0
31,Kelowna,165,0.0
32,CERN,142,0.0
33,Socrata,134,0.0
34,Caicloud,127,0.0
35,CNM Consulting,118,0.0
36,Cisco,110,0.0
37,Apple,106,0.0
38,Box,103,0.0
39,Rev.com,102,0.0
40,QIANKUN,98,0.0
41,Tencent,97,0.0
42,SICPA Security Solutions,77,0.0
43,Bloomberg LP,75,0.0
44,Jetstack,53,0.0
45,Robots and Pencils,48,0.0
46,Bigstep,46,0.0
47,Zalando,30,0.0
48,Amadeus,30,0.0
49,Wattpad,30,0.0
50,42 Tech,27,0.0
51,Cockroach,27,0.0
52,eBay,27,0.0
53,JustWatch,26,0.0
54,Samsung,25,0.0
55,Atlassian,24,0.0
56,HP,21,0.0
57,Walmart,18,0.0
58,SkillShare,16,0.0
59,F24 Ag,16,0.0
60,ZJU-SEL,15,0.0
61,SoundCloud,14,0.0
62,Bitnami,12,0.0
63,Loodse,12,0.0
64,Weaveworks,11,0.0
65,dunnhumby,11,0.0
66,Igneous Systems,11,0.0
67,CDNetworks Korea,11,0.0
68,zlabjp,10,0.0
69,Sky,9,0.0
70,(Not Found),9,0.0
71,YY,8,0.0
72,AppsCode,7,0.0
73,Mozilla,6,0.0
74,Nordstrom,5,0.0
75,The New York Times,4,0.0
76,SOFICOM,4,0.0
77,Ubisoft,4,0.0
78,Juju Ecosystem,4,0.0
79,Pressly,3,0.0
80,Jd.Com,3,0.0
81,Feenix GmbH,3,0.0
82,Devops,3,0.0
83,Cloudera,3,0.0
84,Ubuntu,2,0.0
85,RCS Analytics GmbH,2,0.0
86,FounderFuel,2,0.0
87,Z Lab Corporation,2,0.0
88,Criteo,2,0.0
89,Zeet,2,0.0
90,Pardot,2,0.0
91,AT&T,1,0.0
92,ocadotechnology,1,0.0
93,TravelSky Technology Limited,1,0.0
94,Cloud Genius,1,0.0
95,TripTravel,1,0.0
96,ContainerStack.io,1,0.0
97,Alternative Storage,1,0.0
98,LinkedIn,1,0.0
99,Ustream,1,0.0
100,Software & Things,1,0.0
101,DRUD Tech,1,0.0
102,opentargets,1,0.0
103,HarmonyCloud,1,0.0
104,"Embedded Systems, ECE",1,0.0
105,SAP,1,0.0
