idx,company,n,percent
0,(All known 86),2631,99.89
1,Google,1438,54.6
2,Red Hat,545,20.7
3,CoreOS,163,6.2
4,(Self),39,1.5
5,FathomDB,34,1.3
6,Huawei,30,1.1
7,eBay,27,1.0
8,IBM,27,1.0
9,Net EASE 网易有态度,22,0.8
10,Docker,21,0.8
11,Clarifai,20,0.8
12,Intel,19,0.7
13,HP,19,0.7
14,ZTE Corporation,15,0.6
15,Fujitsu,14,0.5
16,Canonical,12,0.5
17,Apache,12,0.5
18,Caicloud,11,0.4
19,Rackspace,10,0.4
20,Mirantis,10,0.4
21,CNM Consulting,10,0.4
22,Cisco,8,0.3
23,Apcera,7,0.3
24,Samsung,6,0.2
25,Inovex,6,0.2
26,VMware,5,0.2
27,Tigera,4,0.2
28,appOrbit,4,0.2
29,Amadeus,4,0.2
30,Microsoft,4,0.2
31,Spec Deas HR Consulting,4,0.2
32,Alternative Storage,4,0.2
33,SOFICOM,3,0.1
34,(Not Found),3,0.1
35,thinkstep,3,0.1
36,Aperian Global,3,0.1
37,Ahead4 Limited,3,0.1
38,The Remote Lab,3,0.1
39,Infraly,2,0.1
40,Hyperledger,2,0.1
41,ISI.nc,2,0.1
42,Mesosphere,2,0.1
43,OpenCredo,2,0.1
44,The Manufacturing Institute,2,0.1
45,Sky,2,0.1
46,Reevoo,2,0.1
47,GoGoVan,2,0.1
48,ThousandEyes,2,0.1
49,OpenRuko,2,0.1
50,Avatao,2,0.1
51,Comparative Bioinformatics,2,0.1
52,Ericsson,1,0.0
53,Eon Cloud,1,0.0
54,Devops,1,0.0
55,ApresMIDI AB,1,0.0
56,Black Stealth Marketing,1,0.0
57,Imaginea,1,0.0
58,Diamanti,1,0.0
59,Dataman,1,0.0
60,Bright Pixel,1,0.0
61,CERN,1,0.0
62,Signal Sciences Corp,1,0.0
63,"Kensho, GAuthify",1,0.0
64,Hyper.sh,1,0.0
65,R&R,1,0.0
66,Jollyturns,1,0.0
67,HolidayCheck,1,0.0
68,SalesForce,1,0.0
69,AXA,1,0.0
70,CenturyLink,1,0.0
71,Bitnami,1,0.0
72,Cockroach,1,0.0
73,Box,1,0.0
74,Citrix,1,0.0
75,chbatey,1,0.0
76,CYSO,1,0.0
77,Photobox,1,0.0
78,Teralytics,1,0.0
79,DigitalOcean,1,0.0
80,Tinkerbox,1,0.0
81,Weaveworks,1,0.0
82,AnchorFree,1,0.0
83,Über,1,0.0
84,CentOS,1,0.0
85,KAYAK,1,0.0
86,Tradesy,1,0.0
87,Heptio,1,0.0
