idx,company,n,percent
0,(All known 79),452773,100.0
1,Google,310519,68.6
2,Red Hat,46724,10.3
3,Schuberg Philis,36434,8.0
4,CoreOS,14196,3.1
5,Microsoft,11582,2.6
6,Mirantis,6897,1.5
7,Hyper.sh,4147,0.9
8,"Embedded Systems, ECE",3013,0.7
9,Apache,3011,0.7
10,(Self),2682,0.6
11,Huawei,2479,0.5
12,Ammeon,1483,0.3
13,eBay,851,0.2
14,Juniper Networks,817,0.2
15,VMware,803,0.2
16,Net EASE 网易有态度,663,0.1
17,Weaveworks,539,0.1
18,Inovex,522,0.1
19,ZTE Corporation,518,0.1
20,Tigera,507,0.1
21,Clarifai,480,0.1
22,IBM,457,0.1
23,Canonical,422,0.1
24,Apcera,391,0.1
25,Bulletproof,356,0.1
26,Apprenda,298,0.1
27,SoundCloud,236,0.1
28,Amadeus,223,0.0
29,HP,174,0.0
30,EMC,172,0.0
31,SOFICOM,155,0.0
32,Cockroach,152,0.0
33,Docker,125,0.0
34,Sysdig,113,0.0
35,Rackspace,107,0.0
36,Metaswitch,86,0.0
37,Project Calico,81,0.0
38,Codigami,70,0.0
39,Georgia Tech,41,0.0
40,OpenRuko,35,0.0
41,Intel,33,0.0
42,FOSSEE,28,0.0
43,Aperian Global,19,0.0
44,(Not Found),17,0.0
45,GoDaddy,15,0.0
46,Nordstrom,9,0.0
47,Reevoo,9,0.0
48,Alternative Storage,9,0.0
49,Jetstack,8,0.0
50,Schroders,7,0.0
51,Fujitsu,7,0.0
52,Endocode,7,0.0
53,Infoblox,6,0.0
54,SalesForce,5,0.0
55,The Remote Lab,5,0.0
56,Return Path,4,0.0
57,Square,4,0.0
58,Cisco,4,0.0
59,Chef,3,0.0
60,Devops,2,0.0
61,ZE PowerGroup,2,0.0
62,eleme,2,0.0
63,Trafero,2,0.0
64,FACEIT,2,0.0
65,Bluescape,2,0.0
66,Getty Images,2,0.0
67,StackPointCloud,2,0.0
68,SECful,2,0.0
69,Ericsson,1,0.0
70,Kende,1,0.0
71,Samsung,1,0.0
72,Sourcegraph.com,1,0.0
73,Caicloud,1,0.0
74,OfferUp,1,0.0
75,BENGLER,1,0.0
76,Building of,1,0.0
77,Information Security,1,0.0
78,Nerdalize,1,0.0
79,Spotify,1,0.0
80,Rombit,1,0.0
