idx,company,n,percent
0,(All known 79),2332,99.79
1,Google,1234,52.8
2,Red Hat,384,16.4
3,ZTE Corporation,137,5.9
4,CoreOS,114,4.9
5,Mirantis,102,4.4
6,(Self),68,2.9
7,Huawei,37,1.6
8,IBM,32,1.4
9,Hyper.sh,17,0.7
10,Net EASE 网易有态度,15,0.6
11,Weaveworks,14,0.6
12,Microsoft,13,0.6
13,eBay,13,0.6
14,Clarifai,10,0.4
15,Apcera,9,0.4
16,Intel,8,0.3
17,Canonical,8,0.3
18,Docker,7,0.3
19,HP,6,0.3
20,SOFICOM,6,0.3
21,Ammeon,5,0.2
22,Inovex,5,0.2
23,(Not Found),5,0.2
24,GoDaddy,5,0.2
25,Tigera,4,0.2
26,Sysdig,4,0.2
27,The Remote Lab,3,0.1
28,SoundCloud,3,0.1
29,VMware,3,0.1
30,Aperian Global,3,0.1
31,OpenRuko,3,0.1
32,Apache,3,0.1
33,Amadeus,2,0.1
34,Codigami,2,0.1
35,Cisco,2,0.1
36,Juniper Networks,2,0.1
37,Apprenda,2,0.1
38,Bulletproof,2,0.1
39,SalesForce,2,0.1
40,"Embedded Systems, ECE",2,0.1
41,Schuberg Philis,2,0.1
42,SECful,1,0.0
43,Ericsson,1,0.0
44,Rombit,1,0.0
45,Return Path,1,0.0
46,Devops,1,0.0
47,Kende,1,0.0
48,Infoblox,1,0.0
49,Samsung,1,0.0
50,ZE PowerGroup,1,0.0
51,Chef,1,0.0
52,EMC,1,0.0
53,Sourcegraph.com,1,0.0
54,Metaswitch,1,0.0
55,eleme,1,0.0
56,Alternative Storage,1,0.0
57,Caicloud,1,0.0
58,Trafero,1,0.0
59,OfferUp,1,0.0
60,FACEIT,1,0.0
61,FOSSEE,1,0.0
62,Bluescape,1,0.0
63,BENGLER,1,0.0
64,Getty Images,1,0.0
65,Nordstrom,1,0.0
66,Building of,1,0.0
67,Endocode,1,0.0
68,Schroders,1,0.0
69,Reevoo,1,0.0
70,Cockroach,1,0.0
71,Square,1,0.0
72,Project Calico,1,0.0
73,Information Security,1,0.0
74,StackPointCloud,1,0.0
75,Nerdalize,1,0.0
76,Rackspace,1,0.0
77,Jetstack,1,0.0
78,Spotify,1,0.0
79,Fujitsu,1,0.0
80,Georgia Tech,1,0.0
