idx,company,n,percent
0,(All known 115),597477,99.99
1,Google,340718,57.0
2,CoreOS,118391,19.8
3,Red Hat,48964,8.2
4,Heptio,17163,2.9
5,VMware,14962,2.5
6,Microsoft,11855,2.0
7,Rancher,11007,1.8
8,storageos,3919,0.7
9,(Self),3327,0.6
10,Huawei,2738,0.5
11,IBM,2227,0.4
12,Hyper.sh,1897,0.3
13,Kelowna,1790,0.3
14,Apache,1713,0.3
15,Fujitsu,1570,0.3
16,EasyStack,1411,0.2
17,ASG Consulting,1224,0.2
18,Rackspace,1165,0.2
19,Tigera,1108,0.2
20,Canonical,1014,0.2
21,Caicloud,729,0.1
22,ZTE Corporation,673,0.1
23,Mirantis,650,0.1
24,Lohika,632,0.1
25,"Styra, Inc.",509,0.1
26,Tata,442,0.1
27,Atlassian,414,0.1
28,Net EASE 网易有态度,372,0.1
29,Oracle,345,0.1
30,Amadeus,311,0.1
31,SalesForce,296,0.0
32,Elisa,258,0.0
33,Airbnb,242,0.0
34,Concur,233,0.0
35,42 Tech,197,0.0
36,JPMorgan Chase,185,0.0
37,Diamanti,182,0.0
38,Samsung,175,0.0
39,Capgemini,173,0.0
40,zlabjp,166,0.0
41,Portworx,139,0.0
42,Walmart,138,0.0
43,Apprenda,129,0.0
44,QIANKUN,122,0.0
45,Loodse,120,0.0
46,Wattpad,107,0.0
47,Socrata,106,0.0
48,Cisco,102,0.0
49,Zalando,96,0.0
50,Ocado,94,0.0
51,Hitachi Data Systems,80,0.0
52,eBay,68,0.0
53,Telemetry.com,68,0.0
54,GRADIANT,67,0.0
55,Primeton,65,0.0
56,Nordstrom,64,0.0
57,(Not Found),55,0.0
58,Pardot,52,0.0
59,Tyk,43,0.0
60,Bankwest,39,0.0
61,Ancestry.com,27,0.0
62,Inuits,25,0.0
63,Luminis,24,0.0
64,TravelSky Technology Limited,23,0.0
65,Igneous Systems,21,0.0
66,Cockroach,21,0.0
67,Airtame,20,0.0
68,Bits Working,19,0.0
69,FOSSEE,19,0.0
70,Globo.com,17,0.0
71,China Mobile International Limited,17,0.0
72,Unicredit,17,0.0
73,Movable Ink,16,0.0
74,DaoCloud,16,0.0
75,IT Svit,13,0.0
76,Juju Ecosystem,11,0.0
77,Tencent,11,0.0
78,Bracket Computing,10,0.0
79,en.N cloud,9,0.0
80,CT Lab,8,0.0
81,HP,6,0.0
82,Intel,6,0.0
83,Jd.Com,5,0.0
84,Virgo Systems,5,0.0
85,Chariot Solutions,5,0.0
86,IEEE Computer Society,4,0.0
87,SoundCloud,4,0.0
88,亚信科技 AsiaInfo,4,0.0
89,Aperian Global,4,0.0
90,Clarifai,4,0.0
91,Inovex,3,0.0
92,Weaveworks,3,0.0
93,HarmonyCloud,2,0.0
94,ContaAzul,2,0.0
95,Code Coup,2,0.0
96,Douyu.com,2,0.0
97,indiehosters,2,0.0
98,Infoblox,2,0.0
99,FINN.no,2,0.0
100,Cruise Automation,2,0.0
101,RightScale,2,0.0
102,Amazon,2,0.0
103,ocadotechnology,1,0.0
104,Virtual Instruments,1,0.0
105,rstorcloud,1,0.0
106,Shopify,1,0.0
107,Alternative Storage,1,0.0
108,MediaMath,1,0.0
109,Nirmata,1,0.0
110,Ruby Together,1,0.0
111,jobandtalent,1,0.0
112,microcloud,1,0.0
113,minio,1,0.0
114,ksyun,1,0.0
115,Q42,1,0.0
116,Compose,1,0.0
