idx,company,n,percent
0,(All known 115),359,98.63
1,Google,78,21.4
2,Red Hat,44,12.1
3,(Self),22,6.0
4,ZTE Corporation,15,4.1
5,IBM,13,3.6
6,CoreOS,11,3.0
7,Canonical,8,2.2
8,Huawei,8,2.2
9,VMware,7,1.9
10,Microsoft,7,1.9
11,Mirantis,6,1.6
12,(Not Found),5,1.4
13,Tencent,4,1.1
14,Cisco,4,1.1
15,Fujitsu,4,1.1
16,HP,3,0.8
17,DaoCloud,3,0.8
18,EasyStack,3,0.8
19,Rancher,2,0.5
20,Apache,2,0.5
21,Rackspace,2,0.5
22,Tigera,2,0.5
23,Caicloud,2,0.5
24,Atlassian,2,0.5
25,Douyu.com,2,0.5
26,Net EASE 网易有态度,2,0.5
27,Amadeus,2,0.5
28,SalesForce,2,0.5
29,Concur,2,0.5
30,Diamanti,2,0.5
31,Samsung,2,0.5
32,zlabjp,2,0.5
33,Loodse,2,0.5
34,eBay,2,0.5
35,Nordstrom,2,0.5
36,Intel,2,0.5
37,Jd.Com,2,0.5
38,Heptio,2,0.5
39,Hyper.sh,2,0.5
40,Globo.com,1,0.3
41,China Mobile International Limited,1,0.3
42,Movable Ink,1,0.3
43,IT Svit,1,0.3
44,Juju Ecosystem,1,0.3
45,Bracket Computing,1,0.3
46,en.N cloud,1,0.3
47,CT Lab,1,0.3
48,Virgo Systems,1,0.3
49,Chariot Solutions,1,0.3
50,SoundCloud,1,0.3
51,亚信科技 AsiaInfo,1,0.3
52,Aperian Global,1,0.3
53,IEEE Computer Society,1,0.3
54,Clarifai,1,0.3
55,Inovex,1,0.3
56,HarmonyCloud,1,0.3
57,ContaAzul,1,0.3
58,Code Coup,1,0.3
59,indiehosters,1,0.3
60,Infoblox,1,0.3
61,FINN.no,1,0.3
62,Cruise Automation,1,0.3
63,RightScale,1,0.3
64,Compose,1,0.3
65,Virtual Instruments,1,0.3
66,rstorcloud,1,0.3
67,Shopify,1,0.3
68,Alternative Storage,1,0.3
69,MediaMath,1,0.3
70,Nirmata,1,0.3
71,Ruby Together,1,0.3
72,jobandtalent,1,0.3
73,microcloud,1,0.3
74,minio,1,0.3
75,ksyun,1,0.3
76,Q42,1,0.3
77,ocadotechnology,1,0.3
78,Amazon,1,0.3
79,Inuits,1,0.3
80,Weaveworks,1,0.3
81,storageos,1,0.3
82,Kelowna,1,0.3
83,ASG Consulting,1,0.3
84,Lohika,1,0.3
85,"Styra, Inc.",1,0.3
86,Tata,1,0.3
87,Oracle,1,0.3
88,Elisa,1,0.3
89,Airbnb,1,0.3
90,42 Tech,1,0.3
91,JPMorgan Chase,1,0.3
92,Capgemini,1,0.3
93,Portworx,1,0.3
94,Walmart,1,0.3
95,Apprenda,1,0.3
96,QIANKUN,1,0.3
97,Wattpad,1,0.3
98,Socrata,1,0.3
99,Zalando,1,0.3
100,Ocado,1,0.3
101,Hitachi Data Systems,1,0.3
102,Telemetry.com,1,0.3
103,GRADIANT,1,0.3
104,Primeton,1,0.3
105,Pardot,1,0.3
106,Tyk,1,0.3
107,Bankwest,1,0.3
108,Ancestry.com,1,0.3
109,Luminis,1,0.3
110,TravelSky Technology Limited,1,0.3
111,Cockroach,1,0.3
112,Igneous Systems,1,0.3
113,Airtame,1,0.3
114,FOSSEE,1,0.3
115,Bits Working,1,0.3
116,Unicredit,1,0.3
