idx,company,n,percent
0,(All known 78),2641,99.89
1,Google,1374,52.0
2,Red Hat,606,22.9
3,Mirantis,82,3.1
4,(Self),75,2.8
5,ZTE Corporation,71,2.7
6,CoreOS,59,2.2
7,Hyper.sh,38,1.4
8,Huawei,37,1.4
9,Weaveworks,35,1.3
10,Apprenda,29,1.1
11,IBM,27,1.0
12,Microsoft,23,0.9
13,VMware,16,0.6
14,Fujitsu,15,0.6
15,Net EASE 网易有态度,14,0.5
16,Apache,13,0.5
17,HP,12,0.5
18,Intel,11,0.4
19,eBay,7,0.3
20,Canonical,6,0.2
21,CNM Consulting,5,0.2
22,Cisco,4,0.2
23,Cockroach,4,0.2
24,Bulletproof,3,0.1
25,18F,3,0.1
26,Bitnami,3,0.1
27,"Embedded Systems, ECE",3,0.1
28,Palantir,3,0.1
29,Jetstack,3,0.1
30,vipshop,3,0.1
31,Docker,3,0.1
32,Inovex,3,0.1
33,(Not Found),3,0.1
34,RealNames,2,0.1
35,CERN,2,0.1
36,Shopify,2,0.1
37,Aperian Global,2,0.1
38,Tencent,2,0.1
39,Smile Open Source Solutions,1,0.0
40,Carrot Creative,1,0.0
41,EVRY,1,0.0
42,GoDaddy,1,0.0
43,ocadotechnology,1,0.0
44,moovel,1,0.0
45,cafebazaar,1,0.0
46,Container Solutions,1,0.0
47,Samsung,1,0.0
48,ElementAI,1,0.0
49,Biolit AB,1,0.0
50,Caicloud,1,0.0
51,The Mobility House GmbH,1,0.0
52,Mobile Center,1,0.0
53,Mayflower GmbH,1,0.0
54,Z Lab Corporation,1,0.0
55,Treasure Data,1,0.0
56,CNCF,1,0.0
57,SalesForce,1,0.0
58,NASA,1,0.0
59,Rancher,1,0.0
60,Viavi Solutions,1,0.0
61,OPES Software,1,0.0
62,Pressly,1,0.0
63,Jaconda,1,0.0
64,EasyStack,1,0.0
65,Walt Disney,1,0.0
66,Zalando,1,0.0
67,aporeto-inc,1,0.0
68,StepStone,1,0.0
69,Schuberg Philis,1,0.0
70,Gynzy,1,0.0
71,Blizzard,1,0.0
72,Airbnb,1,0.0
73,Capgemini,1,0.0
74,DigitalOcean,1,0.0
75,Lazada Group,1,0.0
76,Eficode,1,0.0
77,Yahoo,1,0.0
78,Amadeus,1,0.0
79,Vonage,1,0.0
