idx,company,n,percent
0,(All known 79),267,98.52
1,Google,71,26.2
2,Red Hat,42,15.5
3,Mirantis,14,5.2
4,CoreOS,13,4.8
5,(Self),11,4.1
6,IBM,10,3.7
7,ZTE Corporation,9,3.3
8,Huawei,5,1.8
9,Intel,4,1.5
10,(Not Found),4,1.5
11,HP,4,1.5
12,Microsoft,3,1.1
13,eBay,3,1.1
14,Net EASE 网易有态度,3,1.1
15,Hyper.sh,2,0.7
16,Canonical,2,0.7
17,Apcera,2,0.7
18,Docker,2,0.7
19,GoDaddy,2,0.7
20,Weaveworks,2,0.7
21,VMware,2,0.7
22,Apache,2,0.7
23,Clarifai,2,0.7
24,OpenRuko,1,0.4
25,FOSSEE,1,0.4
26,Aperian Global,1,0.4
27,Alternative Storage,1,0.4
28,Nordstrom,1,0.4
29,Reevoo,1,0.4
30,Jetstack,1,0.4
31,Endocode,1,0.4
32,Schroders,1,0.4
33,Fujitsu,1,0.4
34,Infoblox,1,0.4
35,The Remote Lab,1,0.4
36,SalesForce,1,0.4
37,Return Path,1,0.4
38,Square,1,0.4
39,SECful,1,0.4
40,Devops,1,0.4
41,ZE PowerGroup,1,0.4
42,Trafero,1,0.4
43,Bluescape,1,0.4
44,Getty Images,1,0.4
45,StackPointCloud,1,0.4
46,Ericsson,1,0.4
47,Rombit,1,0.4
48,Samsung,1,0.4
49,Sourcegraph.com,1,0.4
50,Caicloud,1,0.4
51,OfferUp,1,0.4
52,BENGLER,1,0.4
53,Building of,1,0.4
54,Information Security,1,0.4
55,Nerdalize,1,0.4
56,Spotify,1,0.4
57,Kende,1,0.4
58,Cisco,1,0.4
59,Chef,1,0.4
60,eleme,1,0.4
61,FACEIT,1,0.4
62,Schuberg Philis,1,0.4
63,"Embedded Systems, ECE",1,0.4
64,Ammeon,1,0.4
65,Juniper Networks,1,0.4
66,Inovex,1,0.4
67,Tigera,1,0.4
68,Bulletproof,1,0.4
69,Apprenda,1,0.4
70,SoundCloud,1,0.4
71,Amadeus,1,0.4
72,EMC,1,0.4
73,SOFICOM,1,0.4
74,Cockroach,1,0.4
75,Sysdig,1,0.4
76,Rackspace,1,0.4
77,Metaswitch,1,0.4
78,Project Calico,1,0.4
79,Codigami,1,0.4
80,Georgia Tech,1,0.4
