idx,company,n,percent
0,(All known 105),410295,99.9
1,Google,204481,49.8
2,Kismatic,96572,23.5
3,Red Hat,54047,13.2
4,Mesosphere,27729,6.8
5,CoreOS,5856,1.4
6,Huawei,5199,1.3
7,(Self),4099,1.0
8,eBay,2692,0.7
9,CERN,1618,0.4
10,Amazon,1374,0.3
11,Amadeus,1204,0.3
12,Docker,719,0.2
13,Slack,671,0.2
14,Tyk,577,0.1
15,FathomDB,494,0.1
16,Metaswitch,430,0.1
17,(Not Found),395,0.1
18,Square,273,0.1
19,Canonical,270,0.1
20,Weaveworks,226,0.1
21,CSE IIT KANPUR,218,0.1
22,ISI.nc,126,0.0
23,DrEd Online Doctor,124,0.0
24,Cisco,122,0.0
25,Apache,120,0.0
26,Juniper Networks,113,0.0
27,Petback,82,0.0
28,Box,70,0.0
29,Epic Games,69,0.0
30,Hyper.sh,68,0.0
31,UNINETT,61,0.0
32,ListHub,50,0.0
33,NHN,39,0.0
34,Jetstack,36,0.0
35,Whitepages,31,0.0
36,China Mobile International Limited,29,0.0
37,Connectifier,26,0.0
38,Transwarp,24,0.0
39,Revinate,23,0.0
40,nearForm,20,0.0
41,Heroku,19,0.0
42,Funio,19,0.0
43,wikiwi,17,0.0
44,AppAdhoc,14,0.0
45,WillCall,13,0.0
46,ChinaNetCenter,12,0.0
47,FACEIT,12,0.0
48,Walt Disney,11,0.0
49,Alternative Storage,10,0.0
50,Devops,10,0.0
51,Zesty.io,10,0.0
52,macys.com,8,0.0
53,SAP,8,0.0
54,Vungle,8,0.0
55,Singlewire Software,8,0.0
56,Naver,8,0.0
57,hackmh,7,0.0
58,Met Office Informatics Lab,6,0.0
59,Okori Group,5,0.0
60,Puppet,5,0.0
61,Shopify,5,0.0
62,Luxiar,4,0.0
63,Anadea inc.,4,0.0
64,Funky,4,0.0
65,Samsung,4,0.0
66,Lohi Labs,4,0.0
67,Yahoo,4,0.0
68,Axway,4,0.0
69,volleylabs,3,0.0
70,Virginia Tech,3,0.0
71,Facebook,3,0.0
72,wellcometrust,3,0.0
73,Wikimedia Foundation,3,0.0
74,Stack Exchange,3,0.0
75,Happy Dog Web Productions,3,0.0
76,Net EASE 网易有态度,3,0.0
77,GatsbyJS,3,0.0
78,Rochester Institute of Technology,3,0.0
79,Elastic,3,0.0
80,Über,3,0.0
81,"Collanthropy, LLC",3,0.0
82,Opsview Ltd,3,0.0
83,Oblong Industries,2,0.0
84,Readify,2,0.0
85,Apalia,2,0.0
86,Appear TV AS,2,0.0
87,Zendesk,1,0.0
88,SORINT.lab,1,0.0
89,Viacom,1,0.0
90,Ubisoft,1,0.0
91,MediaMath,1,0.0
92,ViaNett AS,1,0.0
93,Engine Yard,1,0.0
94,CiscoSpark,1,0.0
95,Walmart,1,0.0
96,Agfa HealthCare,1,0.0
97,Voleo,1,0.0
98,Zalando,1,0.0
99,Univa,1,0.0
100,clypd,1,0.0
101,ADEO,1,0.0
102,iconectiv,1,0.0
103,"Eldarion, Inc.",1,0.0
104,Microsoft,1,0.0
105,Xoom,1,0.0
106,athenahealth,1,0.0
