Order,Company,Index,File/Directory,Number,Percent,PercentAll
All By changed lines,All,0,"",645129,100.0,100.0
All By changed lines,Google,1,"",505353,78.334,78.334
By changed lines,Google,1,staging,229888,45.491,35.634
By changed lines,Google,1,staging/src/k8s.io/client-go,229885,45.49,35.634
By changed lines,Google,1,staging/src/k8s.io/client-go/1.4,229283,45.371,35.541
By changed lines,Google,1,staging/src/k8s.io/client-go/1.4/_vendor,141361,27.973,21.912
By changed lines,Google,1,staging/src/k8s.io/client-go/1.4/_vendor/github.com,120566,23.858,18.689
By changed lines,Google,1,pkg,84084,16.639,13.034
By changed lines,Google,1,examples,53764,10.639,8.334
By changed lines,Google,1,staging/src/k8s.io/client-go/1.4/pkg,53073,10.502,8.227
By changed lines,Google,1,staging/src/k8s.io/client-go/1.4/_vendor/github.com/ugorji/go,52947,10.477,8.207
By changed lines,Google,1,staging/src/k8s.io/client-go/1.4/_vendor/github.com/ugorji/go/codec,52925,10.473,8.204
By changed lines,Google,1,examples/blog-logging,49939,9.882,7.741
By changed lines,Google,1,examples/blog-logging/diagrams,49927,9.88,7.739
By changed lines,Google,1,third_party,45834,9.07,7.105
By changed lines,Google,1,third_party/golang,45343,8.973,7.029
By changed lines,Google,1,third_party/golang/go,45316,8.967,7.024
By changed lines,Google,1,staging/src/k8s.io/client-go/1.4/_vendor/github.com/ugorji/go/codec/fast-path.generated.go,38900,7.698,6.03
By changed lines,Google,1,federation,22800,4.512,3.534
By changed lines,Google,1,test,22722,4.496,3.522
By changed lines,Google,1,staging/src/k8s.io/client-go/1.4/pkg/api,21807,4.315,3.38
By changed lines,Google,1,staging/src/k8s.io/client-go/1.4/_vendor/github.com/prometheus,19602,3.879,3.038
By changed lines,Google,1,pkg/api,18512,3.663,2.87
By changed lines,Google,1,staging/src/k8s.io/client-go/1.4/_vendor/github.com/golang,17742,3.511,2.75
All By changed lines,Red Hat,2,"",67999,10.54,10.54
By changed lines,Red Hat,2,pkg,52455,77.141,8.131
By changed lines,Red Hat,2,pkg/kubelet,10191,14.987,1.58
By changed lines,Red Hat,2,pkg/api,9160,13.471,1.42
By changed lines,Red Hat,2,pkg/controller,7838,11.527,1.215
By changed lines,Red Hat,2,pkg/client,6473,9.519,1.003
By changed lines,Red Hat,2,pkg/apis,6062,8.915,0.94
By changed lines,Red Hat,2,pkg/controller/deployment,4493,6.607,0.696
By changed lines,Red Hat,2,test,3934,5.785,0.61
By changed lines,Red Hat,2,api/swagger-spec,3870,5.691,0.6
By changed lines,Red Hat,2,pkg/api/v1,3304,4.859,0.512
By changed lines,Red Hat,2,test/e2e,3167,4.657,0.491
By changed lines,Red Hat,2,pkg/client/unversioned,3135,4.61,0.486
By changed lines,Red Hat,2,pkg/api/deep_copy_generated.go,3092,4.547,0.479
By changed lines,Red Hat,2,pkg/api/v1/deep_copy_generated.go,3081,4.531,0.478
By changed lines,Red Hat,2,pkg/client/clientset_generated,2735,4.022,0.424
By changed lines,Red Hat,2,plugin,2714,3.991,0.421
By changed lines,Red Hat,2,plugin/pkg,2713,3.99,0.421
By changed lines,Red Hat,2,pkg/apis/extensions,2693,3.96,0.417
By changed lines,Red Hat,2,pkg/kubectl,2682,3.944,0.416
By changed lines,Red Hat,2,plugin/pkg/admission,2493,3.666,0.386
By changed lines,Red Hat,2,hack,2359,3.469,0.366
By changed lines,Red Hat,2,hack/test-cmd.sh,2026,2.979,0.314
By changed lines,Red Hat,2,pkg/client/clientset_generated/internalclientset,1815,2.669,0.281
By changed lines,Red Hat,2,pkg/kubelet/eviction,1793,2.637,0.278
All By changed lines,CoreOS,3,"",11495,1.782,1.782
By changed lines,CoreOS,3,pkg,6504,56.581,1.008
By changed lines,CoreOS,3,plugin/pkg,2460,21.401,0.381
By changed lines,CoreOS,3,plugin/pkg/admission/imagepolicy,1712,14.893,0.265
By changed lines,CoreOS,3,pkg/apis,1513,13.162,0.235
By changed lines,CoreOS,3,pkg/registry,1348,11.727,0.209
By changed lines,CoreOS,3,api/swagger-spec,1240,10.787,0.192
By changed lines,CoreOS,3,pkg/apis/certificates,1152,10.022,0.179
By changed lines,CoreOS,3,api/swagger-spec/certificates_v1alpha1.json,1118,9.726,0.173
By changed lines,CoreOS,3,plugin/pkg/admission/imagepolicy/admission_test.go,944,8.212,0.146
By changed lines,CoreOS,3,pkg/client,924,8.038,0.143
By changed lines,CoreOS,3,plugin/pkg/auth,613,5.333,0.095
By changed lines,CoreOS,3,pkg/apis/certificates/v1alpha1,574,4.993,0.089
By changed lines,CoreOS,3,plugin/pkg/auth/authenticator,543,4.724,0.084
By changed lines,CoreOS,3,pkg/kubelet,527,4.585,0.082
By changed lines,CoreOS,3,pkg/controller,518,4.506,0.08
By changed lines,CoreOS,3,pkg/client/clientset_generated,517,4.498,0.08
By changed lines,CoreOS,3,pkg/storage,497,4.324,0.077
By changed lines,CoreOS,3,pkg/client/clientset_generated/internalclientset,493,4.289,0.076
By changed lines,CoreOS,3,pkg/client/clientset_generated/internalclientset/typed/certificates/unversioned,468,4.071,0.073
By changed lines,CoreOS,3,test,465,4.045,0.072
All By changed lines,Hyper.sh,4,"",8317,1.289,1.289
By changed lines,Hyper.sh,4,pkg,7755,93.243,1.202
By changed lines,Hyper.sh,4,pkg/kubelet,7641,91.872,1.184
By changed lines,Hyper.sh,4,pkg/kubelet/api,4587,55.152,0.711
By changed lines,Hyper.sh,4,pkg/kubelet/api/v1alpha1/runtime,4113,49.453,0.638
By changed lines,Hyper.sh,4,pkg/kubelet/api/v1alpha1/runtime/api.pb.go,3417,41.085,0.53
By changed lines,Hyper.sh,4,pkg/kubelet/kuberuntime,2192,26.356,0.34
By changed lines,Hyper.sh,4,pkg/kubelet/api/v1alpha1/runtime/api.proto,696,8.368,0.108
By changed lines,Hyper.sh,4,pkg/kubelet/remote,653,7.851,0.101
By changed lines,Hyper.sh,4,pkg/kubelet/remote/remote_runtime.go,480,5.771,0.074
By changed lines,Hyper.sh,4,pkg/kubelet/api/testing,474,5.699,0.073
By changed lines,Hyper.sh,4,pkg/kubelet/kuberuntime/kuberuntime_manager.go,358,4.304,0.055
By changed lines,Hyper.sh,4,pkg/kubelet/api/testing/fake_runtime_service.go,343,4.124,0.053
By changed lines,Hyper.sh,4,pkg/kubelet/kuberuntime/labels.go,290,3.487,0.045
By changed lines,Hyper.sh,4,pkg/kubelet/kuberuntime/kuberuntime_manager_test.go,285,3.427,0.044
By changed lines,Hyper.sh,4,pkg/kubelet/kuberuntime/helpers.go,278,3.343,0.043
By changed lines,Hyper.sh,4,pkg/kubelet/kuberuntime/kuberuntime_container.go,262,3.15,0.041
By changed lines,Hyper.sh,4,docs/proposals/runtime-client-server.md,235,2.826,0.036
By changed lines,Hyper.sh,4,pkg/kubelet/kuberuntime/labels_test.go,216,2.597,0.033
By changed lines,Hyper.sh,4,hack,159,1.912,0.025
By changed lines,Hyper.sh,4,test,150,1.804,0.023
By changed lines,Hyper.sh,4,pkg/kubelet/kuberuntime/kuberuntime_sandbox.go,147,1.767,0.023
By changed lines,Hyper.sh,4,pkg/kubelet/kuberuntime/fake_kuberuntime_manager.go,136,1.635,0.021
All By changed lines,Apache,5,"",8098,1.255,1.255
By changed lines,Apache,5,test,5553,68.572,0.861
By changed lines,Apache,5,test/e2e,5538,68.387,0.858
By changed lines,Apache,5,test/e2e/generated,5480,67.671,0.849
By changed lines,Apache,5,test/e2e/generated/bindata.go,5461,67.436,0.846
By changed lines,Apache,5,hack,2051,25.327,0.318
By changed lines,Apache,5,hack/test-cmd.sh,1975,24.389,0.306
By changed lines,Apache,5,pkg/cloudprovider/providers,492,6.076,0.076
By changed lines,Apache,5,pkg/cloudprovider/providers/cloudstack,491,6.063,0.076
By changed lines,Apache,5,pkg/cloudprovider/providers/cloudstack/cloudstack.go,488,6.026,0.076
All By changed lines,Mirantis,6,"",7674,1.19,1.19
By changed lines,Mirantis,6,pkg,4628,60.308,0.717
By changed lines,Mirantis,6,test,2282,29.737,0.354
By changed lines,Mirantis,6,test/e2e,2240,29.189,0.347
By changed lines,Mirantis,6,pkg/kubectl,2117,27.587,0.328
By changed lines,Mirantis,6,test/e2e/generated/bindata.go,2097,27.326,0.325
By changed lines,Mirantis,6,pkg/kubectl/cmd,1194,15.559,0.185
By changed lines,Mirantis,6,pkg/controller,948,12.353,0.147
By changed lines,Mirantis,6,pkg/controller/deployment,721,9.395,0.112
By changed lines,Mirantis,6,pkg/kubelet,470,6.125,0.073
By changed lines,Mirantis,6,pkg/util,432,5.629,0.067
By changed lines,Mirantis,6,pkg/controller/deployment/util,422,5.499,0.065
By changed lines,Mirantis,6,pkg/kubectl/cmd/config,334,4.352,0.052
By changed lines,Mirantis,6,docs,286,3.727,0.044
By changed lines,Mirantis,6,pkg/controller/deployment/util.go,272,3.544,0.042
By changed lines,Mirantis,6,pkg/controller/deployment/util/deployment_util.go,261,3.401,0.04
By changed lines,Mirantis,6,pkg/kubelet/dockertools,234,3.049,0.036
By changed lines,Mirantis,6,pkg/kubectl/cmd/create_service.go,219,2.854,0.034
By changed lines,Mirantis,6,docs/user-guide/kubectl,216,2.815,0.033
By changed lines,Mirantis,6,pkg/kubectl/service_basic.go,207,2.697,0.032
By changed lines,Mirantis,6,pkg/api,203,2.645,0.031
By changed lines,Mirantis,6,pkg/kubectl/cmd/config/get_contexts.go,169,2.202,0.026
By changed lines,Mirantis,6,pkg/controller/deployment/util/deployment_util_test.go,161,2.098,0.025
By changed lines,Mirantis,6,pkg/api/validation,158,2.059,0.024
All By changed lines,Self,7,"",5375,0.833,0.833
By changed lines,Self,7,pkg,2619,48.726,0.406
By changed lines,Self,7,pkg/kubelet,1264,23.516,0.196
By changed lines,Self,7,docs,983,18.288,0.152
By changed lines,Self,7,docs/proposals,963,17.916,0.149
By changed lines,Self,7,pkg/volume,673,12.521,0.104
By changed lines,Self,7,pkg/kubelet/rktshim,667,12.409,0.103
By changed lines,Self,7,federation,648,12.056,0.1
By changed lines,Self,7,federation/pkg,642,11.944,0.1
By changed lines,Self,7,test,626,11.647,0.097
By changed lines,Self,7,test/e2e,623,11.591,0.097
By changed lines,Self,7,federation/pkg/dnsprovider,622,11.572,0.096
By changed lines,Self,7,docs/proposals/multi-platform.md,561,10.437,0.087
By changed lines,Self,7,pkg/api,430,8.0,0.067
By changed lines,Self,7,federation/pkg/dnsprovider/providers,423,7.87,0.066
By changed lines,Self,7,pkg/kubelet/container/interface.go,414,7.702,0.064
By changed lines,Self,7,test/e2e/generated/bindata.go,394,7.33,0.061
By changed lines,Self,7,cluster,311,5.786,0.048
By changed lines,Self,7,cluster/images,291,5.414,0.045
By changed lines,Self,7,pkg/volume/util,282,5.247,0.044
By changed lines,Self,7,federation/pkg/dnsprovider/providers/aws/route53,258,4.8,0.04
By changed lines,Self,7,pkg/volume/util/atomic_writer_test.go,253,4.707,0.039
By changed lines,Self,7,pkg/kubelet/rktshim/imagestore_test.go,234,4.353,0.036
All By changed lines,Huawei,8,"",5049,0.783,0.783
By changed lines,Huawei,8,federation,3080,61.002,0.477
By changed lines,Huawei,8,federation/client/clientset_generated,1607,31.828,0.249
By changed lines,Huawei,8,federation/pkg/federation-controller,1345,26.639,0.208
By changed lines,Huawei,8,test,857,16.974,0.133
By changed lines,Huawei,8,federation/client/clientset_generated/federation_internalclientset,804,15.924,0.125
By changed lines,Huawei,8,federation/client/clientset_generated/federation_release_1_4,801,15.865,0.124
By changed lines,Huawei,8,test/e2e,785,15.548,0.122
By changed lines,Huawei,8,federation/client/clientset_generated/federation_internalclientset/typed,776,15.369,0.12
